airport;day;number;status;quality;is_cargo;terminal;gate;scheduledTime;revisedTime;runwayTime;predictedTime;actualTime;estimatedTime
SVO;2026-09-01;SU 6057;Departed;Basic+Live;0;B;101;2026-09-01 10:30+03:00;2026-09-01 10:30+03:00;2026-09-01 10:40+03:00;;;
SVO;2026-09-01;SU 6313;Departed;Basic+Live;0;B;104;2026-09-01 10:30+03:00;2026-09-01 10:30+03:00;2026-09-01 10:41+03:00;;;
SVO;2026-09-01;FV 6313;Departed;Basic+Live;0;B;104;2026-09-01 10:30+03:00;2026-09-01 10:30+03:00;2026-09-01 10:41+03:00;;;
SVO;2026-09-01;SU 1854;Departed;Basic+Live;0;C;140;2026-09-01 10:35+03:00;2026-09-01 10:33+03:00;2026-09-01 10:49+03:00;;;
SVO;2026-09-01;YC 190;Departed;Basic+Live;0;B;117;2026-09-01 10:35+03:00;2026-09-01 10:33+03:00;2026-09-01 10:51+03:00;;;
SVO;2026-09-01;JU 131;Departed;Basic+Live;0;C;136;2026-09-01 10:40+03:00;2026-09-01 10:34+03:00;2026-09-01 10:56+03:00;;;
SVO;2026-09-01;DP 6863;Departed;Basic+Live;0;D;3;2026-09-01 07:10+03:00;2026-09-01 10:38+03:00;2026-09-01 10:53+03:00;;;
SVO;2026-09-01;SU 6351;Departed;Basic+Live;0;B;121;2026-09-01 09:35+03:00;2026-09-01 10:39+03:00;2026-09-01 10:58+03:00;;;
SVO;2026-09-01;FV 6351;Departed;Basic+Live;0;B;121;2026-09-01 09:35+03:00;2026-09-01 10:39+03:00;2026-09-01 10:58+03:00;;;
SVO;2026-09-01;SU 1060;Departed;Basic+Live;0;B;115;2026-09-01 10:40+03:00;2026-09-01 10:40+03:00;2026-09-01 10:59+03:00;;;
SVO;2026-09-01;SU 2130;Departed;Basic+Live;0;C;137;2026-09-01 10:45+03:00;2026-09-01 10:42+03:00;2026-09-01 11:06+03:00;;;
SVO;2026-09-01;SU 1002;Departed;Basic+Live;0;B;101;2026-09-01 10:00+03:00;2026-09-01 10:43+03:00;2026-09-01 11:01+03:00;;;
SVO;2026-09-01;DP 6583;Departed;Basic+Live;0;D;1;2026-09-01 07:40+03:00;2026-09-01 10:52+03:00;2026-09-01 11:08+03:00;;;
SVO;2026-09-01;SU 1208;Departed;Basic+Live;0;B;112;2026-09-01 10:20+03:00;2026-09-01 10:53+03:00;2026-09-01 11:09+03:00;;;
SVO;2026-09-01;SU 1058;Departed;Basic+Live;0;B;116;2026-09-01 10:55+03:00;2026-09-01 10:54+03:00;2026-09-01 11:11+03:00;;;
SVO;2026-09-01;SU 526;Departed;Basic+Live;0;C;142;2026-09-01 10:55+03:00;2026-09-01 10:55+03:00;2026-09-01 11:16+03:00;;;
SVO;2026-09-01;SU 2122;Departed;Basic+Live;0;C;130;2026-09-01 11:00+03:00;2026-09-01 10:57+03:00;2026-09-01 11:15+03:00;;;
SVO;2026-09-01;FV 6059;Departed;Basic+Live;0;B;101;2026-09-01 11:00+03:00;2026-09-01 10:58+03:00;2026-09-01 11:12+03:00;;;
SVO;2026-09-01;SU 6059;Departed;Basic+Live;0;B;101;2026-09-01 11:00+03:00;2026-09-01 10:58+03:00;2026-09-01 11:12+03:00;;;
SVO;2026-09-01;SU 1402;Departed;Basic+Live;0;B;118;2026-09-01 11:05+03:00;2026-09-01 11:00+03:00;2026-09-01 11:20+03:00;;;
SVO;2026-09-01;FV 6503;Departed;Basic+Live;0;B;103;2026-09-01 08:10+03:00;2026-09-01 11:04+03:00;2026-09-01 11:12+03:00;;;
SVO;2026-09-01;SU 1202;Departed;Basic+Live;0;B;105;2026-09-01 11:10+03:00;2026-09-01 11:10+03:00;2026-09-01 11:25+03:00;;;
SVO;2026-09-01;DP 6901;Departed;Basic+Live;0;D;1;2026-09-01 11:15+03:00;2026-09-01 11:15+03:00;2026-09-01 11:23+03:00;;;
SVO;2026-09-01;W5 99;Departed;Basic+Live;0;C;134;2026-09-01 11:10+03:00;2026-09-01 11:15+03:00;2026-09-01 11:30+03:00;;;
SVO;2026-09-01;FV 6197;Departed;Basic+Live;0;B;107;2026-09-01 11:20+03:00;2026-09-01 11:18+03:00;2026-09-01 11:33+03:00;;;
SVO;2026-09-01;SU 6197;Departed;Basic+Live;0;B;107;2026-09-01 11:20+03:00;2026-09-01 11:18+03:00;2026-09-01 11:33+03:00;;;
SVO;2026-09-01;SU 2158;Departed;Basic+Live;0;C;129;2026-09-01 11:25+03:00;2026-09-01 11:20+03:00;2026-09-01 11:31+03:00;;;
SVO;2026-09-01;YC 232;Departed;Basic+Live;0;B;109;2026-09-01 11:35+03:00;2026-09-01 11:28+03:00;2026-09-01 11:46+03:00;;;
SVO;2026-09-01;FV 6477;Departed;Basic+Live;0;B;120;2026-09-01 11:30+03:00;2026-09-01 11:29+03:00;2026-09-01 11:54+03:00;;;
SVO;2026-09-01;SU 6477;Departed;Basic+Live;0;B;120;2026-09-01 11:30+03:00;2026-09-01 11:29+03:00;2026-09-01 11:54+03:00;;;
SVO;2026-09-01;SU 2146;Departed;Basic+Live;0;C;128;2026-09-01 11:35+03:00;2026-09-01 11:30+03:00;2026-09-01 11:48+03:00;;;
SVO;2026-09-01;DP 6947;Departed;Basic+Live;0;D;3;2026-09-01 11:10+03:00;2026-09-01 11:32+03:00;2026-09-01 11:44+03:00;;;
SVO;2026-09-01;SU 1234;Departed;Basic+Live;0;B;113;2026-09-01 11:40+03:00;2026-09-01 11:34+03:00;2026-09-01 11:52+03:00;;;
SVO;2026-09-01;EY 842;Departed;Basic+Live;0;C;125;2026-09-01 11:25+03:00;2026-09-01 11:35+03:00;2026-09-01 12:00+03:00;;;
SVO;2026-09-01;DP 6823;Departed;Basic+Live;0;D;1;2026-09-01 11:15+03:00;2026-09-01 11:42+03:00;2026-09-01 11:59+03:00;;;
SVO;2026-09-01;SU 1018;Departed;Basic+Live;0;B;122;2026-09-01 11:50+03:00;2026-09-01 11:43+03:00;2026-09-01 12:03+03:00;;;
SVO;2026-09-01;SU 1490;Departed;Basic+Live;0;B;123;2026-09-01 11:50+03:00;2026-09-01 11:45+03:00;2026-09-01 12:05+03:00;;;
SVO;2026-09-01;DP 6919;Departed;Basic+Live;0;D;3;2026-09-01 11:50+03:00;2026-09-01 11:50+03:00;2026-09-01 12:07+03:00;;;
SVO;2026-09-01;SU 1962;Departed;Basic+Live;0;C;127;2026-09-01 11:55+03:00;2026-09-01 11:51+03:00;2026-09-01 12:08+03:00;;;
SVO;2026-09-01;SU 6173;Departed;Basic+Live;0;B;104;2026-09-01 11:55+03:00;2026-09-01 11:51+03:00;2026-09-01 12:11+03:00;;;
SVO;2026-09-01;FV 6173;Departed;Basic+Live;0;B;104;2026-09-01 11:55+03:00;2026-09-01 11:51+03:00;2026-09-01 12:11+03:00;;;
SVO;2026-09-01;SU 1412;Departed;Basic+Live;0;B;102;2026-09-01 12:00+03:00;2026-09-01 12:00+03:00;;;;
SVO;2026-09-01;SU 6243;Departed;Basic+Live;0;B;101;2026-09-01 12:00+03:00;2026-09-01 12:00+03:00;2026-09-01 12:10+03:00;;;
SVO;2026-09-01;FV 6243;Departed;Basic+Live;0;B;101;2026-09-01 12:00+03:00;2026-09-01 12:00+03:00;2026-09-01 12:10+03:00;;;
SVO;2026-09-01;SU 1954;Departed;Basic+Live;0;C;140;2026-09-01 12:05+03:00;2026-09-01 12:01+03:00;2026-09-01 12:14+03:00;;;
SVO;2026-09-01;SU 1028;Departed;Basic+Live;0;B;121;2026-09-01 12:10+03:00;2026-09-01 12:04+03:00;2026-09-01 12:16+03:00;;;
SVO;2026-09-01;SU 2160;Departed;Basic+Live;0;C;144;2026-09-01 12:15+03:00;2026-09-01 12:07+03:00;2026-09-01 12:20+03:00;;;
SVO;2026-09-01;5N 521;Departed;Basic+Live;0;D;14;2026-09-01 12:20+03:00;2026-09-01 12:14+03:00;2026-09-01 12:32+03:00;;;
SVO;2026-09-01;DP 6969;Departed;Basic+Live;0;D;1;2026-09-01 12:05+03:00;2026-09-01 12:15+03:00;2026-09-01 12:25+03:00;;;
SVO;2026-09-01;SU 1346;Departed;Basic+Live;0;B;102;2026-09-01 12:30+03:00;2026-09-01 12:28+03:00;2026-09-01 12:41+03:00;;;
SVO;2026-09-01;SU 1136;Departed;Basic+Live;0;B;108;2026-09-01 12:50+03:00;2026-09-01 12:48+03:00;2026-09-01 13:05+03:00;;;
SVO;2026-09-01;SU 2156;Departed;Basic+Live;0;C;130;2026-09-01 12:45+03:00;2026-09-01 12:55+03:00;2026-09-01 13:12+03:00;;;
SVO;2026-09-01;DP 6845;Departed;Basic+Live;0;D;1;2026-09-01 12:10+03:00;2026-09-01 12:58+03:00;2026-09-01 13:08+03:00;;;
SVO;2026-09-01;GF 13;Departed;Basic+Live;0;C;141;2026-09-01 13:00+03:00;2026-09-01 12:58+03:00;2026-09-01 13:14+03:00;;;
SVO;2026-09-01;2S 142;Departed;Basic+Live;0;C;138;2026-09-01 12:55+03:00;2026-09-01 12:58+03:00;2026-09-01 13:25+03:00;;;
SVO;2026-09-01;FV 6271;Departed;Basic+Live;0;B;101;2026-09-01 13:00+03:00;2026-09-01 12:59+03:00;2026-09-01 13:10+03:00;;;
SVO;2026-09-01;SU 6271;Departed;Basic+Live;0;B;101;2026-09-01 13:00+03:00;2026-09-01 12:59+03:00;2026-09-01 13:10+03:00;;;
SVO;2026-09-01;EO 6501;Departed;Basic+Live;0;B;111;2026-09-01 13:00+03:00;2026-09-01 13:06+03:00;2026-09-01 13:21+03:00;;;
SVO;2026-09-01;FV 6309;Departed;Basic+Live;0;B;107;2026-09-01 08:15+03:00;2026-09-01 13:08+03:00;2026-09-01 13:29+03:00;;;
SVO;2026-09-01;SU 6309;Departed;Basic+Live;0;B;107;2026-09-01 08:15+03:00;2026-09-01 13:08+03:00;2026-09-01 13:29+03:00;;;
SVO;2026-09-01;2S 2;Departed;Basic+Live;0;C;137;2026-09-01 13:15+03:00;2026-09-01 13:12+03:00;2026-09-01 13:32+03:00;;;
SVO;2026-09-01;SU 1642;Departed;Basic+Live;0;B;104;2026-09-01 13:20+03:00;2026-09-01 13:17+03:00;2026-09-01 13:35+03:00;;;
SVO;2026-09-01;SU 1082;Departed;Basic+Live;0;B;119;2026-09-01 13:30+03:00;2026-09-01 13:27+03:00;2026-09-01 13:40+03:00;;;
SVO;2026-09-01;SU 1296;Canceled;Basic+Live;0;B;109;2026-09-01 13:30+03:00;2026-09-01 13:30+03:00;;;;
SVO;2026-09-01;SU 1004;Departed;Basic+Live;0;B;114;2026-09-01 13:35+03:00;2026-09-01 13:30+03:00;2026-09-01 13:42+03:00;;;
SVO;2026-09-01;SU 1156;Departed;Basic+Live;0;B;122;2026-09-01 12:00+03:00;2026-09-01 13:33+03:00;2026-09-01 13:46+03:00;;;
SVO;2026-09-01;FV 6061;Departed;Basic+Live;0;B;115;2026-09-01 13:40+03:00;2026-09-01 13:35+03:00;2026-09-01 13:47+03:00;;;
SVO;2026-09-01;SU 6061;Departed;Basic+Live;0;B;115;2026-09-01 13:40+03:00;2026-09-01 13:35+03:00;2026-09-01 13:47+03:00;;;
SVO;2026-09-01;B2 988;Departed;Basic+Live;0;C;127;2026-09-01 13:45+03:00;2026-09-01 13:41+03:00;2026-09-01 13:53+03:00;;;
SVO;2026-09-01;D2 333;Departed;Basic+Live;0;B;116;2026-09-01 13:40+03:00;2026-09-01 13:48+03:00;2026-09-01 13:59+03:00;;;
SVO;2026-09-01;SU 2144;Departed;Basic+Live;0;C;132;2026-09-01 13:50+03:00;2026-09-01 13:48+03:00;2026-09-01 14:03+03:00;;;
SVO;2026-09-01;SU 2168;Departed;Basic+Live;0;C;130;2026-09-01 13:55+03:00;2026-09-01 13:51+03:00;2026-09-01 14:05+03:00;;;
SVO;2026-09-01;FV 6193;Departed;Basic+Live;0;B;120;2026-09-01 12:25+03:00;2026-09-01 13:54+03:00;2026-09-01 14:10+03:00;;;
SVO;2026-09-01;SU 6193;Departed;Basic+Live;0;B;120;2026-09-01 12:25+03:00;2026-09-01 13:54+03:00;2026-09-01 14:10+03:00;;;
SVO;2026-09-01;DP 6835;Departed;Basic+Live;0;D;1;2026-09-01 13:35+03:00;2026-09-01 13:56+03:00;2026-09-01 14:08+03:00;;;
SVO;2026-09-01;SU 6855;Departed;Basic+Live;0;B;102;2026-09-01 14:00+03:00;2026-09-01 13:57+03:00;2026-09-01 14:14+03:00;;;
SVO;2026-09-01;FV 6855;Departed;Basic+Live;0;B;102;2026-09-01 14:00+03:00;2026-09-01 13:57+03:00;2026-09-01 14:14+03:00;;;
SVO;2026-09-01;SU 6217;Departed;Basic+Live;0;B;104;2026-09-01 13:25+03:00;2026-09-01 14:04+03:00;2026-09-01 14:17+03:00;;;
SVO;2026-09-01;FV 6217;Departed;Basic+Live;0;B;104;2026-09-01 13:25+03:00;2026-09-01 14:04+03:00;2026-09-01 14:17+03:00;;;
SVO;2026-09-01;SU 1024;Departed;Basic+Live;0;B;123;2026-09-01 14:15+03:00;2026-09-01 14:11+03:00;2026-09-01 14:21+03:00;;;
SVO;2026-09-01;SU 1122;Departed;Basic+Live;0;B;108;2026-09-01 14:20+03:00;2026-09-01 14:14+03:00;2026-09-01 14:31+03:00;;;
SVO;2026-09-01;SU 6143;Departed;Basic+Live;0;B;118;2026-09-01 12:00+03:00;2026-09-01 14:17+03:00;2026-09-01 14:33+03:00;;;
SVO;2026-09-01;FV 6143;Departed;Basic+Live;0;B;118;2026-09-01 12:00+03:00;2026-09-01 14:17+03:00;2026-09-01 14:33+03:00;;;
SVO;2026-09-01;SU 1842;Departed;Basic+Live;0;C;131;2026-09-01 12:15+03:00;2026-09-01 14:19+03:00;2026-09-01 14:27+03:00;;;
SVO;2026-09-01;SU 6535;Departed;Basic+Live;0;B;101;2026-09-01 12:20+03:00;2026-09-01 14:19+03:00;2026-09-01 14:35+03:00;;;
SVO;2026-09-01;FV 6535;Departed;Basic+Live;0;B;101;2026-09-01 12:20+03:00;2026-09-01 14:19+03:00;2026-09-01 14:35+03:00;;;
SVO;2026-09-01;FV 6145;Departed;Basic+Live;0;B;111;2026-09-01 14:30+03:00;2026-09-01 14:24+03:00;2026-09-01 14:38+03:00;;;
SVO;2026-09-01;SU 6145;Departed;Basic+Live;0;B;111;2026-09-01 14:30+03:00;2026-09-01 14:24+03:00;2026-09-01 14:38+03:00;;;
SVO;2026-09-01;SU 6507;Departed;Basic+Live;0;B;113;2026-09-01 13:25+03:00;2026-09-01 14:25+03:00;2026-09-01 14:40+03:00;;;
SVO;2026-09-01;FV 6507;Departed;Basic+Live;0;B;113;2026-09-01 13:25+03:00;2026-09-01 14:25+03:00;2026-09-01 14:40+03:00;;;
SVO;2026-09-01;DP 6913;Departed;Basic+Live;0;D;3;2026-09-01 13:35+03:00;2026-09-01 14:31+03:00;2026-09-01 14:44+03:00;;;
SVO;2026-09-01;SU 1856;Departed;Basic+Live;0;C;140;2026-09-01 14:35+03:00;2026-09-01 14:34+03:00;2026-09-01 14:45+03:00;;;
SVO;2026-09-01;SU 1680;CheckIn;Basic+Live;0;B;104;2026-09-01 14:40+03:00;2026-09-01 14:40+03:00;;;;
SVO;2026-09-01;FV 6249;Departed;Basic+Live;0;B;103;2026-09-01 14:40+03:00;2026-09-01 14:40+03:00;2026-09-01 14:47+03:00;;;
SVO;2026-09-01;SU 6249;Departed;Basic+Live;0;B;103;2026-09-01 14:40+03:00;2026-09-01 14:40+03:00;2026-09-01 14:47+03:00;;;
SVO;2026-09-01;SU 296;Departed;Basic+Live;0;C;134;2026-09-01 14:40+03:00;2026-09-01 14:40+03:00;2026-09-01 15:06+03:00;;;
SVO;2026-09-01;SU 1040;Departed;Basic+Live;0;B;117;2026-09-01 14:50+03:00;2026-09-01 14:41+03:00;2026-09-01 14:55+03:00;;;
SVO;2026-09-01;SU 6227;Departed;Basic+Live;0;B;122;2026-09-01 14:45+03:00;2026-09-01 14:42+03:00;2026-09-01 14:53+03:00;;;
SVO;2026-09-01;FV 6227;Departed;Basic+Live;0;B;122;2026-09-01 14:45+03:00;2026-09-01 14:42+03:00;2026-09-01 14:53+03:00;;;
SVO;2026-09-01;SU 1182;Departed;Basic+Live;0;B;112;2026-09-01 14:55+03:00;2026-09-01 14:49+03:00;2026-09-01 15:00+03:00;;;
SVO;2026-09-01;SU 1836;Departed;Basic+Live;0;C;133;2026-09-01 15:00+03:00;2026-09-01 14:58+03:00;2026-09-01 15:16+03:00;;;
SVO;2026-09-01;FV 6481;Departed;Basic+Live;0;B;101;2026-09-01 15:00+03:00;2026-09-01 14:59+03:00;2026-09-01 15:09+03:00;;;
SVO;2026-09-01;SU 6481;Departed;Basic+Live;0;B;101;2026-09-01 15:00+03:00;2026-09-01 14:59+03:00;2026-09-01 15:09+03:00;;;
SVO;2026-09-01;VJ 8924;Departed;Basic+Live;0;C;142;2026-09-01 14:50+03:00;2026-09-01 14:59+03:00;2026-09-01 15:18+03:00;;;
SVO;2026-09-01;SU 1364;Departed;Basic+Live;0;B;121;2026-09-01 15:10+03:00;2026-09-01 15:06+03:00;2026-09-01 15:23+03:00;;;
SVO;2026-09-01;SU 1862;Departed;Basic+Live;0;C;132;2026-09-01 15:10+03:00;2026-09-01 15:10+03:00;2026-09-01 15:21+03:00;;;
SVO;2026-09-01;SU 1324;Departed;Basic+Live;0;B;104;2026-09-01 15:10+03:00;2026-09-01 15:10+03:00;2026-09-01 15:26+03:00;;;
SVO;2026-09-01;SU 1404;Departed;Basic+Live;0;B;115;2026-09-01 15:25+03:00;2026-09-01 15:18+03:00;2026-09-01 15:28+03:00;;;
SVO;2026-09-01;SU 1768;Departed;Basic+Live;0;B;108;2026-09-01 15:15+03:00;2026-09-01 15:22+03:00;2026-09-01 15:38+03:00;;;
SVO;2026-09-01;DP 6861;Departed;Basic+Live;0;D;1;2026-09-01 13:10+03:00;2026-09-01 15:22+03:00;2026-09-01 15:32+03:00;;;
SVO;2026-09-01;SU 1226;Departed;Basic+Live;0;B;116;2026-09-01 15:25+03:00;2026-09-01 15:23+03:00;2026-09-01 15:36+03:00;;;
SVO;2026-09-01;FV 6361;Departed;Basic+Live;0;B;102;2026-09-01 15:20+03:00;2026-09-01 15:26+03:00;2026-09-01 15:34+03:00;;;
SVO;2026-09-01;SU 6361;Departed;Basic+Live;0;B;102;2026-09-01 15:20+03:00;2026-09-01 15:26+03:00;2026-09-01 15:34+03:00;;;
SVO;2026-09-01;SU 224;Departed;Basic+Live;0;C;125;2026-09-01 15:20+03:00;2026-09-01 15:32+03:00;2026-09-01 15:50+03:00;;;
SVO;2026-09-01;SU 1310;Departed;Basic+Live;0;B;119;2026-09-01 13:25+03:00;2026-09-01 15:35+03:00;2026-09-01 15:45+03:00;;;
SVO;2026-09-01;DP 6937;Departed;Basic+Live;0;D;3;2026-09-01 15:25+03:00;2026-09-01 15:39+03:00;2026-09-01 15:48+03:00;;;
SVO;2026-09-01;SU 1124;Departed;Basic+Live;0;B;120;2026-09-01 15:40+03:00;2026-09-01 15:39+03:00;2026-09-01 15:54+03:00;;;
SVO;2026-09-01;SU 1700;Departed;Basic+Live;0;B;106;2026-09-01 15:40+03:00;2026-09-01 15:40+03:00;2026-09-01 16:04+03:00;;;
SVO;2026-09-01;SU 1300;Departed;Basic+Live;0;B;103;2026-09-01 15:45+03:00;2026-09-01 15:45+03:00;2026-09-01 15:59+03:00;;;
SVO;2026-09-01;SU 1258;Departed;Basic+Live;0;B;104;2026-09-01 15:50+03:00;2026-09-01 15:46+03:00;2026-09-01 16:00+03:00;;;
SVO;2026-09-01;GS 7942;Departed;Basic+Live;0;C;129;2026-09-01 16:00+03:00;2026-09-01 15:51+03:00;2026-09-01 16:09+03:00;;;
SVO;2026-09-01;DP 6819;Departed;Basic+Live;0;D;13;2026-09-01 15:55+03:00;2026-09-01 15:55+03:00;2026-09-01 16:07+03:00;;;
SVO;2026-09-01;SU 480;Departed;Basic+Live;0;C;141;2026-09-01 15:55+03:00;2026-09-01 15:55+03:00;2026-09-01 16:15+03:00;;;
SVO;2026-09-01;SU 1496;Departed;Basic+Live;0;B;114;2026-09-01 15:50+03:00;2026-09-01 15:58+03:00;2026-09-01 16:22+03:00;;;
SVO;2026-09-01;SU 6497;Departed;Basic+Live;0;B;101;2026-09-01 16:00+03:00;2026-09-01 15:59+03:00;2026-09-01 16:11+03:00;;;
SVO;2026-09-01;FV 6497;Departed;Basic+Live;0;B;101;2026-09-01 16:00+03:00;2026-09-01 15:59+03:00;2026-09-01 16:11+03:00;;;
SVO;2026-09-01;DP 6831;Departed;Basic+Live;0;D;1;2026-09-01 15:55+03:00;2026-09-01 16:00+03:00;2026-09-01 16:13+03:00;;;
SVO;2026-09-01;FV 6545;Departed;Basic+Live;0;B;113;2026-09-01 16:05+03:00;2026-09-01 16:03+03:00;2026-09-01 16:17+03:00;;;
SVO;2026-09-01;SU 6545;Departed;Basic+Live;0;B;113;2026-09-01 16:05+03:00;2026-09-01 16:03+03:00;2026-09-01 16:17+03:00;;;
SVO;2026-09-01;SU 6337;Departed;Basic+Live;0;B;115;2026-09-01 14:45+03:00;2026-09-01 16:05+03:00;2026-09-01 16:19+03:00;;;
SVO;2026-09-01;FV 6337;Departed;Basic+Live;0;B;115;2026-09-01 14:45+03:00;2026-09-01 16:05+03:00;2026-09-01 16:19+03:00;;;
SVO;2026-09-01;DP 6915;Departed;Basic+Live;0;D;14;2026-09-01 16:00+03:00;2026-09-01 16:05+03:00;2026-09-01 16:21+03:00;;;
SVO;2026-09-01;CZ 8028;Departed;Basic+Live;0;C;145;2026-09-01 16:05+03:00;2026-09-01 16:05+03:00;2026-09-01 16:26+03:00;;;
SVO;2026-09-01;SU 6511;Departed;Basic+Live;0;B;111;2026-09-01 16:10+03:00;2026-09-01 16:07+03:00;2026-09-01 16:24+03:00;;;
SVO;2026-09-01;FV 6511;Departed;Basic+Live;0;B;111;2026-09-01 16:10+03:00;2026-09-01 16:07+03:00;2026-09-01 16:24+03:00;;;
SVO;2026-09-01;SU 1358;Departed;Basic+Live;0;B;101;2026-09-01 16:10+03:00;2026-09-01 16:10+03:00;;;;
SVO;2026-09-01;UJ 712;Departed;Basic+Live;0;C;140;2026-09-01 15:50+03:00;2026-09-01 16:15+03:00;2026-09-01 16:30+03:00;;;
SVO;2026-09-01;SU 1174;Departed;Basic+Live;0;B;112;2026-09-01 16:20+03:00;2026-09-01 16:17+03:00;2026-09-01 16:28+03:00;;;
SVO;2026-09-01;SU 1056;Departed;Basic+Live;0;B;117;2026-09-01 16:05+03:00;2026-09-01 16:26+03:00;2026-09-01 16:35+03:00;;;
SVO;2026-09-01;SU 1422;Departed;Basic+Live;0;B;103;2026-09-01 16:25+03:00;2026-09-01 16:28+03:00;2026-09-01 16:38+03:00;;;
SVO;2026-09-01;SU 1730;Departed;Basic+Live;0;B;104;2026-09-01 16:35+03:00;2026-09-01 16:35+03:00;2026-09-01 16:55+03:00;;;
SVO;2026-09-01;SU 2134;Departed;Basic+Live;0;C;130;2026-09-01 16:40+03:00;2026-09-01 16:37+03:00;2026-09-01 16:53+03:00;;;
SVO;2026-09-01;MU 248;Departed;Basic+Live;0;C;137;2026-09-01 16:50+03:00;2026-09-01 16:40+03:00;2026-09-01 16:59+03:00;;;
SVO;2026-09-01;DP 6817;Departed;Basic+Live;0;D;1;2026-09-01 16:45+03:00;2026-09-01 16:43+03:00;2026-09-01 16:52+03:00;;;
SVO;2026-09-01;SU 1864;Departed;Basic+Live;0;C;127;2026-09-01 16:50+03:00;2026-09-01 16:46+03:00;2026-09-01 17:02+03:00;;;
SVO;2026-09-01;SU 1214;Departed;Basic+Live;0;B;121;2026-09-01 16:55+03:00;2026-09-01 16:49+03:00;2026-09-01 17:04+03:00;;;
SVO;2026-09-01;SU 1756;Departed;Basic+Live;0;B;110;2026-09-01 17:00+03:00;2026-09-01 16:52+03:00;2026-09-01 17:12+03:00;;;
SVO;2026-09-01;FV 5955;Departed;Basic+Live;0;C;144;2026-09-01 15:35+03:00;2026-09-01 17:03+03:00;2026-09-01 17:18+03:00;;;
SVO;2026-09-01;SU 5955;Departed;Basic+Live;0;C;144;2026-09-01 15:35+03:00;2026-09-01 17:03+03:00;2026-09-01 17:18+03:00;;;
SVO;2026-09-01;MU 2076;Departed;Basic+Live;0;C;142;2026-09-01 17:15+03:00;2026-09-01 17:06+03:00;2026-09-01 17:23+03:00;;;
SVO;2026-09-01;SU 1440;Departed;Basic+Live;0;B;120;2026-09-01 17:10+03:00;2026-09-01 17:08+03:00;2026-09-01 17:26+03:00;;;
SVO;2026-09-01;SU 1744;Departed;Basic+Live;0;B;122;2026-09-01 17:10+03:00;2026-09-01 17:09+03:00;2026-09-01 17:28+03:00;;;
SVO;2026-09-01;SU 1010;Departed;Basic+Live;0;B;118;2026-09-01 17:20+03:00;2026-09-01 17:12+03:00;2026-09-01 17:32+03:00;;;
SVO;2026-09-01;SU 24;Departed;Basic+Live;0;B;101;2026-09-01 17:05+03:00;2026-09-01 17:17+03:00;2026-09-01 17:34+03:00;;;
SVO;2026-09-01;SU 1186;Departed;Basic+Live;0;B;104;2026-09-01 17:25+03:00;2026-09-01 17:18+03:00;2026-09-01 17:36+03:00;;;
SVO;2026-09-01;SU 1996;Departed;Basic+Live;0;C;132;2026-09-01 17:20+03:00;2026-09-01 17:20+03:00;2026-09-01 17:37+03:00;;;
SVO;2026-09-01;SU 1192;Departed;Basic+Live;0;B;113;2026-09-01 17:35+03:00;2026-09-01 17:24+03:00;2026-09-01 17:39+03:00;;;
SVO;2026-09-01;SU 1116;Departed;Basic+Live;0;B;103;2026-09-01 17:00+03:00;2026-09-01 17:28+03:00;2026-09-01 17:42+03:00;;;
SVO;2026-09-01;CA 754;Departed;Basic+Live;0;C;138;2026-09-01 17:30+03:00;2026-09-01 17:30+03:00;2026-09-01 17:55+03:00;;;
SVO;2026-09-01;FV 6885;Departed;Basic+Live;0;B;106;2026-09-01 17:35+03:00;2026-09-01 17:35+03:00;2026-09-01 17:50+03:00;;;
SVO;2026-09-01;SU 6885;Departed;Basic+Live;0;B;106;2026-09-01 17:35+03:00;2026-09-01 17:35+03:00;2026-09-01 17:50+03:00;;;
SVO;2026-09-01;FV 6407;Departed;Basic+Live;0;B;112;2026-09-01 17:25+03:00;2026-09-01 17:39+03:00;2026-09-01 17:45+03:00;;;
SVO;2026-09-01;SU 6407;Departed;Basic+Live;0;B;112;2026-09-01 17:25+03:00;2026-09-01 17:39+03:00;2026-09-01 17:45+03:00;;;
SVO;2026-09-01;DP 6991;Departed;Basic+Live;0;D;1;2026-09-01 17:40+03:00;2026-09-01 17:47+03:00;2026-09-01 17:59+03:00;;;
SVO;2026-09-01;SU 1246;Departed;Basic+Live;0;B;108;2026-09-01 17:50+03:00;2026-09-01 17:47+03:00;2026-09-01 18:05+03:00;;;
SVO;2026-09-01;SU 1480;Departed;Basic+Live;0;B;111;2026-09-01 17:50+03:00;2026-09-01 17:52+03:00;2026-09-01 18:03+03:00;;;
SVO;2026-09-01;SU 1326;Departed;Basic+Live;0;B;102;2026-09-01 17:55+03:00;2026-09-01 17:53+03:00;2026-09-01 18:10+03:00;;;
SVO;2026-09-01;SU 1476;Departed;Basic+Live;0;B;114;2026-09-01 17:55+03:00;2026-09-01 17:55+03:00;2026-09-01 18:13+03:00;;;
SVO;2026-09-01;SU 6519;Departed;Basic+Live;0;B;101;2026-09-01 18:00+03:00;2026-09-01 18:00+03:00;2026-09-01 18:07+03:00;;;
SVO;2026-09-01;FV 6519;Departed;Basic+Live;0;B;101;2026-09-01 18:00+03:00;2026-09-01 18:00+03:00;2026-09-01 18:07+03:00;;;
