airport,flight_date,scheduled_time,actual_time,terminal,gate,airlines,flight_numbers,destination,destination_iata
SVO,2026-07-09,00:05,23:57,B,107,Aeroflot,SU 1424,Ufa,UFA
SVO,2026-07-09,00:05,00:04,B,118,Aeroflot,SU 1484,Krasnoyarsk,KJA
SVO,2026-07-09,00:05,00:37,C,131,Aeroflot,SU 1942,Almaty,ALA
SVO,2026-07-09,00:10,00:07,B,121,Aeroflot,SU 1524,Gorno-Altaysk,RGK
SVO,2026-07-09,00:10,00:07,C,124,Aeroflot,SU 428,Sharm el Sheikh,SSH
SVO,2026-07-09,00:10,00:10,C,132,Aeroflot,SU 2162,Antalya,AYT
SVO,2026-07-09,00:15,00:14,B,107,Aeroflot,SU 1478,Abakan,ABA
SVO,2026-07-09,00:15,01:25,D,3,Pobeda,DP 6569,Chelyabinsk,CEK
SVO,2026-07-09,00:20,00:34,C,140,Aeroflot,SU 1834,Minsk,MSQ
SVO,2026-07-09,00:25,00:20,C,143,Aeroflot,SU 2128,Antalya,AYT
SVO,2026-07-09,00:25,03:14,D,1,Pobeda,DP 6511,Perm,PEE
SVO,2026-07-09,00:30,00:30,B,103,Aeroflot,SU 1092,Chelyabinsk,CEK
SVO,2026-07-09,00:35,00:35,B,112,Aeroflot,SU 1568,Tyumen,TJM
SVO,2026-07-09,00:35,00:32,B,117,Aeroflot,SU 1244,Orenburg,REN
SVO,2026-07-09,00:40,00:40,B,102,Aeroflot,SU 1638,Omsk,OMS
SVO,2026-07-09,00:40,00:33,B,106,Aeroflot,SU 1430,Barnaul,BAX
SVO,2026-07-09,00:45,01:16,B,108,Aeroflot,SU 1428,Magnitogorsk,MQF
SVO,2026-07-09,00:50,04:07,D,1,Pobeda,DP 6929,Makhachkala,MCX
SVO,2026-07-09,00:55,01:02,B,104,Aeroflot,SU 1482,Krasnoyarsk,KJA
SVO,2026-07-09,01:00,03:30,B,101,"Rossiya,Aeroflot","FV 6699,SU 6699",Saint-Petersburg,LED
SVO,2026-07-09,01:00,00:58,B,123,Aeroflot,SU 1382,Khanty-Mansiysk,HMA
SVO,2026-07-09,01:00,01:00,C,129,Aeroflot,SU 2170,Istanbul,IST
SVO,2026-07-09,01:05,02:08,B,111,Aeroflot,SU 1306,Novosibirsk,OVB
SVO,2026-07-09,01:10,01:19,C,127,Aeroflot,SU 2164,Antalya,AYT
SVO,2026-07-09,01:10,01:07,C,134,Southwind,2S 12,Antalya,AYT
SVO,2026-07-09,01:15,01:14,C,125,AlMasria,UJ 612,Sharm el Sheikh,SSH
SVO,2026-07-09,01:15,01:08,C,141,Aeroflot,SU 1966,Yerevan,EVN
SVO,2026-07-09,01:20,01:14,B,115,Aeroflot,SU 1708,Vladivostok,VVO
SVO,2026-07-09,01:25,01:25,C,130,Aeroflot,SU 424,Hurghada,HRG
SVO,2026-07-09,01:30,03:41,B,102,"Rossiya,Aeroflot","FV 6907,SU 6907",Chelyabinsk,CEK
SVO,2026-07-09,01:30,01:30,B,103,Aeroflot,SU 1562,Irkutsk,IKT
SVO,2026-07-09,01:30,01:30,B,104,Aeroflot,SU 1426,Chelyabinsk,CEK
SVO,2026-07-09,01:40,01:39,B,113,Aeroflot,SU 1512,Surgut,SGC
SVO,2026-07-09,01:45,01:39,D,16,Smartavia,5N 231,Orenburg,REN
SVO,2026-07-09,01:55,02:01,B,121,Aeroflot,SU 1582,Gorno-Altaysk,RGK
SVO,2026-07-09,02:10,02:07,B,114,Aeroflot,SU 1054,Makhachkala,MCX
SVO,2026-07-09,02:15,02:08,C,137,Aeroflot,SU 2148,Antalya,AYT
SVO,2026-07-09,02:20,02:14,B,110,Aeroflot,SU 1172,Astrakhan,ASF
