airport,flight_date,scheduled_time,actual_time,terminal,gate,airlines,flight_numbers,destination,destination_iata
SVO,2026-06-23,00:10,00:10,B,109,Aeroflot,SU 1524,Gorno-Altaysk,RGK
SVO,2026-06-23,00:15,00:25,B,103,Aeroflot,SU 1478,Abakan,ABA
SVO,2026-06-23,00:20,05:37,D,1,Pobeda,DP 6541,Ekaterinburg,SVX
SVO,2026-06-23,00:25,00:12,C,135,Aeroflot,SU 2128,Antalya,AYT
SVO,2026-06-23,00:25,04:01,D,13,Pobeda,DP 6511,Perm,PEE
SVO,2026-06-23,00:30,00:23,B,118,Aeroflot,SU 1092,Chelyabinsk,CEK
SVO,2026-06-23,00:35,00:26,B,105,Aeroflot,SU 1244,Orenburg,REN
SVO,2026-06-23,00:35,00:28,B,110,Aeroflot,SU 1568,Tyumen,TJM
SVO,2026-06-23,00:40,00:40,B,104,Aeroflot,SU 1638,Omsk,OMS
SVO,2026-06-23,00:40,00:34,B,113,Aeroflot,SU 1430,Barnaul,BAX
SVO,2026-06-23,00:45,00:35,B,116,Aeroflot,SU 1428,Magnitogorsk,MQF
SVO,2026-06-23,00:45,06:10,D,3,Pobeda,DP 5921,Makhachkala,MCX
SVO,2026-06-23,00:45,07:10,D,3,Pobeda,DP 6569,Chelyabinsk,CEK
SVO,2026-06-23,00:55,00:49,B,115,Aeroflot,SU 1482,Krasnoyarsk,KJA
SVO,2026-06-23,01:00,00:59,B,101,"Rossiya,Aeroflot","FV 6699,SU 6699",Saint-Petersburg,LED
SVO,2026-06-23,01:00,00:54,B,111,Aeroflot,SU 1382,Khanty-Mansiysk,HMA
SVO,2026-06-23,01:00,01:00,C,138,Aeroflot,SU 2170,Istanbul,IST
SVO,2026-06-23,01:05,01:32,B,103,Aeroflot,SU 1306,Novosibirsk,OVB
SVO,2026-06-23,01:15,01:15,C,129,Aeroflot,SU 1966,Yerevan,EVN
SVO,2026-06-23,01:20,01:12,B,122,Aeroflot,SU 1708,Vladivostok,VVO
SVO,2026-06-23,01:30,01:38,B,102,Aeroflot,SU 1562,Irkutsk,IKT
SVO,2026-06-23,01:30,01:30,B,103,Aeroflot,SU 1426,Chelyabinsk,CEK
SVO,2026-06-23,01:30,01:29,B,104,"Rossiya,Aeroflot","FV 6907,SU 6907",Chelyabinsk,CEK
SVO,2026-06-23,01:40,01:32,B,112,Aeroflot,SU 1512,Surgut,SGC
SVO,2026-06-23,01:40,01:34,C,134,Aeroflot,SU 424,Hurghada,HRG
SVO,2026-06-23,01:50,01:46,C,127,Aeroflot,SU 1936,Qaraghandy,KGF
SVO,2026-06-23,01:55,01:51,B,119,Aeroflot,SU 1582,Gorno-Altaysk,RGK
SVO,2026-06-23,02:10,02:10,B,120,Aeroflot,SU 1054,Makhachkala,MCX
SVO,2026-06-23,02:15,02:09,C,137,Aeroflot,SU 2148,Antalya,AYT
SVO,2026-06-23,02:20,02:13,B,107,Aeroflot,SU 1172,Astrakhan,ASF
SVO,2026-06-23,02:20,02:13,B,118,Aeroflot,SU 1466,Ekaterinburg,SVX
SVO,2026-06-23,02:45,03:23,C,129,Corendon Air,XC 9111,Antalya,AYT
