airport,flight_date,scheduled_time,actual_time,terminal,gate,airlines,flight_numbers,destination,snapshots_seen,review,review_reason
DME,2026-05-29,21:40,,,C13,S7 Airlines,S7 2593,Абакан,11,0,
DME,2026-05-29,21:30,,,E13,Ethiopian Airlines,ET 761,Аддис-Абеба,11,0,
DME,2026-05-29,16:50,,,E4,Royal Jordanian,RJ 178,Амман,14,0,
DME,2026-05-29,08:45,,,E17,S7 Airlines,S7 3745,Анталья,13,0,
DME,2026-05-29,10:35,,,E17,S7 Airlines,S7 3235,Ашхабад,16,0,
DME,2026-05-29,00:40,,,,Азербайджан Хава Йоллары,J2 186,Баку,5,1,гейт ни в одном снимке не был зафиксирован
DME,2026-05-29,10:30,,,E18,ИрАэро,IO 469,Баку,16,0,
DME,2026-05-29,12:45,,,E6,Азербайджан Хава Йоллары,J2 182,Баку,16,0,
DME,2026-05-29,22:10,,,,Уральские авиалинии,U6 651,Барнаул,6,1,гейт ни в одном снимке не был зафиксирован
DME,2026-05-29,22:55,,,C16,S7 Airlines,S7 2601,Барнаул,6,0,
DME,2026-05-29,10:40,,,,TEZ Jet,K9 702,Бишкек,16,1,неизвестный финальный статус: unknown; гейт ни в одном снимке не был зафиксирован
DME,2026-05-29,22:10,,,,Avia Traffic Company,YK 960,Бишкек,6,1,исчез из табло на статусе scheduled; гейт ни в одном снимке не был зафиксирован
DME,2026-05-29,08:00,,,E10,Уральские авиалинии,U6 2021,Бишкек,19,0,
DME,2026-05-29,10:30,,,E3,Avia Traffic Company,YK 884,Бишкек,16,0,
DME,2026-05-29,23:50,,,,S7 Airlines,S7 3061,Благовещенск,4,1,гейт ни в одном снимке не был зафиксирован
DME,2026-05-29,21:05,,,D11,Уральские авиалинии,U6 349,Благовещенск,11,0,
DME,2026-05-29,17:45,,,D3,Уральские авиалинии,U6 299,Благовещенск,14,0,
DME,2026-05-29,23:45,,,,S7 Airlines,S7 3041,Братск,4,1,гейт ни в одном снимке не был зафиксирован
DME,2026-05-29,11:35,,,C5,S7 Airlines,S7 2153,Владикавказ,16,0,
DME,2026-05-29,10:15,,,D6,Уральские авиалинии,U6 1387,Владикавказ,16,0,
DME,2026-05-29,12:45,,,C13,S7 Airlines,S7 2147,Волгоград,16,0,
DME,2026-05-29,11:15,,,C14,S7 Airlines,S7 2145,Волгоград,16,0,
DME,2026-05-29,09:55,,,D11,Уральские авиалинии,U6 115,Геленджик,13,0,
DME,2026-05-29,22:50,,,C7,S7 Airlines,S7 2629,Горно-Алтайск,6,0,
DME,2026-05-29,16:25,,,E14,Emirates;S7 Airlines,EK 134;S7 4163,Дубай,14,0,
DME,2026-05-29,23:10,,,E14,Emirates;S7 Airlines,EK 132;S7 4161,Дубай,6,0,
DME,2026-05-29,00:30,,,,Сомон Эйр,SZ 202,Душанбе,5,1,гейт ни в одном снимке не был зафиксирован
DME,2026-05-29,00:35,,,,Уральские авиалинии,U6 8253,Душанбе,5,1,гейт ни в одном снимке не был зафиксирован
DME,2026-05-29,10:00,,,D13,Уральские авиалинии,U6 261,Екатеринбург,25,0,
DME,2026-05-29,22:00,,,D13,Уральские авиалинии,U6 265,Екатеринбург,13,0,
DME,2026-05-29,20:35,,,D14,Уральские авиалинии,U6 263,Екатеринбург,11,0,
DME,2026-05-29,08:25,,,D4,Уральские авиалинии,U6 273,Екатеринбург,13,0,
DME,2026-05-29,23:45,,,D4,Уральские авиалинии,U6 271,Екатеринбург,6,0,
DME,2026-05-29,13:35,,,D9,Уральские авиалинии,U6 269,Екатеринбург,16,0,
DME,2026-05-29,10:00,,,E4,FLYONE Armenia,3F 312,Ереван,25,0,
DME,2026-05-29,01:50,,,E6,FLYONE Armenia,3F 314,Ереван,5,0,
DME,2026-05-29,20:10,,,E6,FLYONE Armenia,3F 316,Ереван,11,0,
DME,2026-05-29,22:00,,,E7,Уральские авиалинии,U6 2633,Ереван,13,0,
DME,2026-05-29,16:30,,,C13,Ижавиа,I8 306,Ижевск,14,0,
DME,2026-05-29,08:40,,,C4,Ижавиа,I8 302,Ижевск,13,0,
DME,2026-05-29,21:10,,,C4,Ижавиа,I8 308,Ижевск,11,0,
DME,2026-05-29,21:30,,,C14,S7 Airlines,S7 3017,Иркутск,11,0,
DME,2026-05-29,12:45,,,C17,S7 Airlines,S7 3021,Иркутск,16,0,
DME,2026-05-29,19:30,,,D8,Уральские авиалинии,U6 105,Иркутск,10,0,
DME,2026-05-29,18:30,,,C5,S7 Airlines,S7 1055,Казань,9,0,
DME,2026-05-29,16:55,,,E3,Egypt Air,MS 730,Каир,14,0,
DME,2026-05-29,14:20,,,C5,S7 Airlines,S7 1213,Калининград,16,0,
DME,2026-05-29,09:00,,,D14,Уральские авиалинии,U6 371,Калининград,13,0,
DME,2026-05-29,11:30,,,D4,Уральские авиалинии,U6 627,Калининград,16,0,
DME,2026-05-29,16:40,,,D6,Уральские авиалинии,U6 167,Калининград,14,0,
DME,2026-05-29,21:55,,,C8,S7 Airlines,S7 2605,Кемерово,7,0,
DME,2026-05-29,11:00,,,D14,Уральские авиалинии,U6 109,Краснодар,16,0,
DME,2026-05-29,21:50,,,D5,Нордстар,Y7 107,Красноярск,7,0,
DME,2026-05-29,22:30,,,,Уральские авиалинии,U6 2969,Куляб,6,1,исчез из табло на статусе scheduled; гейт ни в одном снимке не был зафиксирован
DME,2026-05-29,01:00,,,,Нордстар,Y7 1091,Курган,5,1,гейт ни в одном снимке не был зафиксирован
DME,2026-05-29,13:05,,,C8,S7 Airlines,S7 2157,Махачкала,16,0,
DME,2026-05-29,11:15,,,D11,Уральские авиалинии,U6 1343,Махачкала,16,0,
DME,2026-05-29,12:30,,,D3,Нордстар,Y7 1041,Махачкала,16,0,
DME,2026-05-29,11:15,,,C13,S7 Airlines,S7 2167,Минеральные Воды,16,0,
DME,2026-05-29,13:45,,,C3,S7 Airlines;Азимут,S7 2169;A4 1169,Минеральные Воды,16,0,
DME,2026-05-29,10:40,,,D7,Уральские авиалинии,U6 153,Минеральные Воды,16,0,
DME,2026-05-29,22:45,,,,Белавиа,B2 8762,Минск,4,1,исчез из табло на статусе scheduled; гейт ни в одном снимке не был зафиксирован
DME,2026-05-29,19:55,,,E3,Белавиа,B2 956,Минск,7,0,
DME,2026-05-29,03:05,,,C17,Ямал,YC 173,Надым,5,0,
DME,2026-05-29,21:35,,,C16,S7 Airlines,S7 3059,Нерюнгри,7,0,
DME,2026-05-29,23:25,,,C13,S7 Airlines,S7 2625,Новокузнецк,6,0,
DME,2026-05-29,07:30,,,C12,S7 Airlines,S7 2519,Новосибирск,10,0,
DME,2026-05-29,13:40,,,C12,S7 Airlines,S7 2507,Новосибирск,16,0,
DME,2026-05-29,16:35,,,C12,S7 Airlines,S7 2509,Новосибирск,14,0,
DME,2026-05-29,23:05,,,C14,S7 Airlines,S7 2513,Новосибирск,6,0,
DME,2026-05-29,11:45,,,C3,S7 Airlines,S7 2505,Новосибирск,16,0,
DME,2026-05-29,19:45,,,C8,S7 Airlines,S7 2511,Новосибирск,11,0,
DME,2026-05-29,12:45,,,D5,Нордстар,Y7 4491,Новосибирск,16,0,
DME,2026-05-29,01:30,,,C15,Ямал;ЮТэйр,YC 90;UT 4090,Новый Уренгой,10,0,
DME,2026-05-29,01:45,,,C5,S7 Airlines,S7 2571,Новый Уренгой,5,0,
DME,2026-05-29,22:05,,,,Нордстар,Y7 101,Норильск,2,1,гейт ни в одном снимке не был зафиксирован
DME,2026-05-29,23:45,,,,Нордстар,Y7 103,Норильск,4,1,гейт ни в одном снимке не был зафиксирован
DME,2026-05-29,23:40,,,C3,S7 Airlines,S7 2581,Норильск,2,0,
DME,2026-05-29,11:20,,,C15,Ямал,YC 419,Ноябрьск,16,0,
DME,2026-05-29,00:15,,,,Red Wings,WZ 3201,Нячанг,5,1,гейт ни в одном снимке не был зафиксирован
DME,2026-05-29,23:30,,,C8,S7 Airlines,S7 2565,Омск,6,0,
DME,2026-05-29,23:10,,,D14,Уральские авиалинии,U6 387,Омск,6,0,
DME,2026-05-29,20:40,,,,Уральские авиалинии,U6 2909,Ош,4,1,исчез из табло на статусе scheduled; гейт ни в одном снимке не был зафиксирован
DME,2026-05-29,22:50,,,E2,Avia Traffic Company,YK 748,Ош,6,0,
DME,2026-05-29,19:20,,,E7,Уральские авиалинии,U6 2909,Ош,7,0,
DME,2026-05-29,19:45,,,C17,S7 Airlines,S7 1195,Пенза,11,0,
DME,2026-05-29,08:50,,,C15,Северсталь,D2 253,Петрозаводск,13,0,
DME,2026-05-29,03:05,,,D9,Ямал,YC 32,Салехард,5,0,
DME,2026-05-29,14:30,,,C13,S7 Airlines,S7 1073,Самара,16,0,
DME,2026-05-29,20:30,,,,Qanot Sharq,HH 712,Самарканд,4,1,исчез из табло на статусе scheduled; гейт ни в одном снимке не был зафиксирован
DME,2026-05-29,19:45,,,E10,Уральские авиалинии,U6 2771,Самарканд,11,0,
DME,2026-05-29,12:10,,,,S7 Airlines,S7 1005,Санкт-Петербург,16,1,гейт ни в одном снимке не был зафиксирован
DME,2026-05-29,09:30,,,C13,S7 Airlines,S7 1003,Санкт-Петербург,13,0,
DME,2026-05-29,18:15,,,C3,S7 Airlines,S7 1007,Санкт-Петербург,9,0,
DME,2026-05-29,08:55,,,C5,S7 Airlines;Азимут,S7 2049;A4 1049,Сочи,13,0,
DME,2026-05-29,12:35,,,D13,Уральские авиалинии,U6 279,Сочи,16,0,
DME,2026-05-29,09:55,,,E19,S7 Airlines,S7 3749,Стамбул,13,0,
DME,2026-05-29,06:30,,,E6,Уральские авиалинии,U6 771,Стамбул,10,0,
DME,2026-05-29,10:05,,,E9,Уральские авиалинии,U6 783,Стамбул,16,0,
DME,2026-05-29,09:40,,,,Qanot Sharq,HH 708,Ташкент,13,1,неизвестный финальный статус: unknown; гейт ни в одном снимке не был зафиксирован
DME,2026-05-29,11:45,,,E8,S7 Airlines;Uzbekistan Airways,S7 4263;HY 604,Ташкент,32,0,
DME,2026-05-29,23:00,,,E8,Uzbekistan Airways;S7 Airlines,HY 602;S7 4261,Ташкент,12,0,
DME,2026-05-29,21:00,,,E4,Qanot Sharq,HH 714,Термез,7,0,
DME,2026-05-29,22:25,,,C18,S7 Airlines,S7 2615,Томск,6,0,
DME,2026-05-29,22:15,,,,S7 Airlines,S7 3033,Улан-Удэ,6,1,гейт ни в одном снимке не был зафиксирован
DME,2026-05-29,20:45,,,C15,S7 Airlines,S7 3031,Улан-Удэ,11,0,
DME,2026-05-29,22:20,,,,S7 Airlines,S7 3245,Ургенч,4,1,гейт ни в одном снимке не был зафиксирован
DME,2026-05-29,22:00,,,,S7 Airlines,S7 3275,Усть-Каменогорск,4,1,гейт ни в одном снимке не был зафиксирован
DME,2026-05-29,10:35,,,C12,S7 Airlines,S7 1135,Уфа,16,0,
DME,2026-05-29,16:30,,,C7,S7 Airlines,S7 1137,Уфа,14,0,
DME,2026-05-29,13:25,,,C16,Северсталь,D2 258,Череповец,16,0,
DME,2026-05-29,16:55,,,C8,S7 Airlines,S7 3045,Чита,14,0,
DME,2026-05-29,19:45,,,D4,Уральские авиалинии,U6 93,Чита,11,0,
DME,2026-05-29,01:10,,,E3,Egypt Air,MS 728,Шарм-эль-Шейх,5,0,
DME,2026-05-29,21:00,,,C18,S7 Airlines,S7 3005,Якутск,11,0,
SVO,2026-05-29,00:15,,B,104,Аэрофлот,SU 1478,Абакан,12,0,
SVO,2026-05-29,10:55,,C,125,Etihad Airways;Garuda Indonesia,EY 842;GA 9131,Абу-Даби,12,0,
SVO,2026-05-29,22:15,,C,125,Etihad Airways;Garuda Indonesia,EY 844;GA 9033,Абу-Даби,13,0,
SVO,2026-05-29,12:05,,C,142,Аэрофлот,SU 1954,Актау,12,0,
SVO,2026-05-29,09:40,,C,138,Аэрофлот,SU 1946,Алматы,12,0,
SVO,2026-05-29,00:05,,C,141,Аэрофлот,SU 1942,Алматы,12,0,
SVO,2026-05-29,22:55,,C,145,Аэрофлот,SU 1940,Алматы,13,0,
SVO,2026-05-29,13:45,,C,125,Southwind Airlines,2S 2,Анталья,12,0,
SVO,2026-05-29,02:45,,C,126,Corendon Airlines,XC 9315,Анталья,13,0,
SVO,2026-05-29,12:55,,C,129,Southwind Airlines,2S 142,Анталья,12,0,
SVO,2026-05-29,09:15,,C,130,Аэрофлот,SU 2124,Анталья,12,0,
SVO,2026-05-29,10:30,,C,134,Аэрофлот,SU 2126,Анталья,12,0,
SVO,2026-05-29,13:05,,C,137,Southwind Airlines,2S 136,Анталья,12,0,
SVO,2026-05-29,01:10,,C,138,Southwind Airlines,2S 12,Анталья,12,0,
SVO,2026-05-29,11:35,,C,139,Аэрофлот,SU 2146,Анталья,12,0,
SVO,2026-05-29,00:45,,C,140,Southwind Airlines,2S 174,Анталья,12,0,
SVO,2026-05-29,07:35,,C,141,Аэрофлот,SU 2142,Анталья,12,0,
SVO,2026-05-29,02:15,,C,142,Аэрофлот,SU 2148,Анталья,13,0,
SVO,2026-05-29,13:40,,C,143,Аэрофлот,SU 2144,Анталья,12,0,
SVO,2026-05-29,12:15,,C,144,Аэрофлот,SU 2160,Анталья,12,0,
SVO,2026-05-29,12:25,,B,104,Аэрофлот,SU 1346,Апатиты,12,0,
SVO,2026-05-29,08:10,,B,102,Россия;Аэрофлот,FV 6503;SU 6503,Архангельск,12,0,
SVO,2026-05-29,18:40,,B,102,Россия;Аэрофлот,FV 6993;SU 6993,Архангельск,12,0,
SVO,2026-05-29,14:45,,B,104,Россия;Аэрофлот,FV 6337;SU 6337,Архангельск,13,0,
SVO,2026-05-29,21:00,,B,105,Аэрофлот,SU 1334,Архангельск,12,0,
SVO,2026-05-29,16:25,,D,16,Smartavia,5N 217,Архангельск,12,0,
SVO,2026-05-29,23:30,,C,132,Аэрофлот,SU 1956,Астана,13,0,
SVO,2026-05-29,13:20,,C,138,Аэрофлот,SU 1962,Астана,12,0,
SVO,2026-05-29,02:20,,B,109,Аэрофлот,SU 1172,Астрахань,13,0,
SVO,2026-05-29,13:20,,B,113,Аэрофлот,SU 1642,Астрахань,12,0,
SVO,2026-05-29,07:55,,B,115,Аэрофлот,SU 1678,Астрахань,12,0,
SVO,2026-05-29,16:20,,B,119,Аэрофлот,SU 1174,Астрахань,12,0,
SVO,2026-05-29,07:00,,D,13,Победа,DP 6961,Астрахань,12,0,
SVO,2026-05-29,20:00,,D,3,Победа,DP 6963,Астрахань,24,0,
