airport,flight_date,scheduled_time,actual_time,terminal,gate,airlines,flight_numbers,destination,snapshots_seen,review,review_reason
SVO,2026-05-29,21:30,,C,130,Аэрофлот,SU 1850,Баку,12,0,
SVO,2026-05-29,10:35,,C,132,Аэрофлот,SU 1854,Баку,12,0,
SVO,2026-05-29,14:35,,C,142,Аэрофлот,SU 1856,Баку,13,0,
SVO,2026-05-29,20:55,,D,1,Победа,DP 6531,Барнаул,12,0,
SVO,2026-05-29,21:35,,B,103,Аэрофлот,SU 1432,Барнаул,12,0,
SVO,2026-05-29,00:40,,B,114,Аэрофлот,SU 1430,Барнаул,12,0,
SVO,2026-05-29,02:55,,C,138,Air Serbia,JU 137,Белград,13,0,
SVO,2026-05-29,23:50,,C,140,Air Serbia,JU 135,Белград,13,0,
SVO,2026-05-29,10:40,,C,145,Air Serbia,JU 131,Белград,12,0,
SVO,2026-05-29,21:35,,C,133,Аэрофлот,SU 1882,Бишкек,12,0,
SVO,2026-05-29,09:20,,C,143,Аэрофлот,SU 1886,Бишкек,12,0,
SVO,2026-05-29,07:45,,C,128,Аэрофлот,SU 2120,Бодрум,12,0,
SVO,2026-05-29,00:15,,C,131,Аэрофлот,SU 1876,Бухара,12,0,
SVO,2026-05-29,15:40,,B,111,Аэрофлот,SU 1700,Владивосток,13,0,
SVO,2026-05-29,20:20,,B,113,Россия;Аэрофлот,FV 6281;SU 6281,Владивосток,12,0,
SVO,2026-05-29,22:40,,B,114,Россия;Аэрофлот,FV 6263;SU 6263,Владивосток,13,0,
SVO,2026-05-29,18:25,,B,115,Аэрофлот,SU 5804,Владивосток,12,0,
SVO,2026-05-29,11:35,,D,1,Победа,DP 6991,Владикавказ,12,0,
SVO,2026-05-29,06:55,,D,3,Победа,DP 6905,Владикавказ,12,0,
SVO,2026-05-29,07:40,,D,1,Победа,DP 6965,Волгоград,12,0,
SVO,2026-05-29,07:25,,B,102,Аэрофлот,SU 1180,Волгоград,12,0,
SVO,2026-05-29,14:55,,B,102,Аэрофлот,SU 1182,Волгоград,13,0,
SVO,2026-05-29,17:25,,B,112,Аэрофлот,SU 1186,Волгоград,12,0,
SVO,2026-05-29,20:10,,B,115,Россия;Аэрофлот,FV 6421;SU 6421,Волгоград,12,0,
SVO,2026-05-29,10:05,,B,121,Аэрофлот,SU 1188,Волгоград,12,0,
SVO,2026-05-29,19:30,,D,13,Победа,DP 6967,Волгоград,12,0,
SVO,2026-05-29,13:35,,D,3,Победа,DP 6969,Волгоград,12,0,
SVO,2026-05-29,20:35,,D,3,Победа,DP 6971,Волгоград,12,0,
SVO,2026-05-29,08:20,,B,112,Аэрофлот,SU 1148,Геленджик,12,0,
SVO,2026-05-29,13:30,,B,122,Аэрофлот,SU 1082,Геленджик,12,0,
SVO,2026-05-29,13:45,,C,145,Белавиа,B2 988,Гомель,12,0,
SVO,2026-05-29,00:10,,B,110,Аэрофлот,SU 1524,Горно-Алтайск,12,0,
SVO,2026-05-29,09:35,,B,123,Аэрофлот,SU 1518,Горно-Алтайск,12,0,
SVO,2026-05-29,17:05,,B,101,Аэрофлот;Россия,SU 1590;FV 6555;SU 6555,Грозный,24,1,"задержан в пределах суток, итогового статуса не видели"
SVO,2026-05-29,08:45,,B,102,Аэрофлот,SU 1498,Грозный,12,0,
SVO,2026-05-29,15:50,,B,106,Аэрофлот,SU 1496,Грозный,13,0,
SVO,2026-05-29,19:15,,C,132,Аэрофлот,SU 220,Гуанчжоу,12,0,
SVO,2026-05-29,21:15,,C,138,China Southern Airlines,CZ 656,Гуанчжоу,12,0,
SVO,2026-05-29,11:00,,C,146,Аэрофлот,SU 2122,Даламан,12,0,
SVO,2026-05-29,14:50,,C,126,Vietjet air,VJ 8924,Дананг,13,0,
SVO,2026-05-29,21:25,,C,131,Аэрофлот,SU 232,Дели,12,0,
SVO,2026-05-29,17:35,,C,142,Qatar Airways;Srilankan Airlines,QR 340;UL 3034,Доха,12,0,
SVO,2026-05-29,23:20,,D,1,Победа,DP 6543,Екатеринбург,13,0,
SVO,2026-05-29,09:30,,B,102,Аэрофлот,SU 1416,Екатеринбург,12,0,
SVO,2026-05-29,07:35,,B,103,Аэрофлот,SU 1400,Екатеринбург,12,0,
SVO,2026-05-29,12:55,,B,103,Аэрофлот,SU 1412,Екатеринбург,12,0,
SVO,2026-05-29,17:40,,B,113,Аэрофлот,SU 1414,Екатеринбург,12,1,"задержан в пределах суток, итогового статуса не видели"
SVO,2026-05-29,02:20,,B,116,Аэрофлот,SU 1466,Екатеринбург,13,0,
SVO,2026-05-29,15:25,,B,118,Аэрофлот,SU 1404,Екатеринбург,13,0,
SVO,2026-05-29,19:10,,B,120,Аэрофлот,SU 1418,Екатеринбург,12,0,
SVO,2026-05-29,01:15,,C,125,Аэрофлот,SU 1966,Ереван,12,0,
SVO,2026-05-29,23:35,,C,127,Аэрофлот,SU 1994,Ереван,13,0,
SVO,2026-05-29,16:50,,C,133,Аэрофлот,SU 1864,Ереван,12,0,
SVO,2026-05-29,03:10,,C,135,Ширак Авиа,5G 710,Ереван,13,0,
SVO,2026-05-29,15:10,,C,144,Аэрофлот,SU 1862,Ереван,13,0,
SVO,2026-05-29,18:55,,C,144,Аэрофлот,SU 1868,Ереван,12,0,
SVO,2026-05-29,08:15,,C,145,Аэрофлот,SU 1860,Ереван,12,0,
SVO,2026-05-29,07:05,,B,107,Россия;Аэрофлот,FV 6381;SU 6381,Ижевск,12,0,
SVO,2026-05-29,12:55,,B,111,Россия;Аэрофлот,FV 6375;SU 6375,Ижевск,12,0,
SVO,2026-05-29,19:05,,B,113,Россия;Аэрофлот,FV 6885;SU 6885,Ижевск,12,0,
SVO,2026-05-29,01:30,,B,104,Аэрофлот,SU 1562,Иркутск,12,0,
SVO,2026-05-29,07:30,,B,111,Аэрофлот,SU 1444,Иркутск,12,0,
SVO,2026-05-29,21:20,,B,112,Аэрофлот,SU 1442,Иркутск,12,0,
SVO,2026-05-29,10:25,,D,1,Победа,DP 6843,Казань,12,0,
SVO,2026-05-29,22:15,,B,101,Аэрофлот,SU 1198,Казань,13,0,
SVO,2026-05-29,19:20,,B,102,Аэрофлот,SU 1194,Казань,12,0,
SVO,2026-05-29,14:00,,B,104,Россия;Аэрофлот,FV 6361;SU 6361,Казань,25,0,
SVO,2026-05-29,20:15,,B,104,Россия;Аэрофлот,FV 6241;SU 6241,Казань,12,0,
SVO,2026-05-29,14:15,,B,106,Аэрофлот,SU 1192,Казань,13,0,
SVO,2026-05-29,08:05,,B,110,Аэрофлот,SU 1268,Казань,12,0,
SVO,2026-05-29,09:40,,B,113,Россия;Аэрофлот,FV 6385;SU 6385,Казань,12,0,
SVO,2026-05-29,11:20,,B,115,Россия;Аэрофлот,FV 6197;SU 6197,Казань,12,0,
SVO,2026-05-29,08:55,,B,120,Аэрофлот,SU 1270,Казань,12,0,
SVO,2026-05-29,08:00,,D,15,Победа,DP 6841,Казань,24,0,
SVO,2026-05-29,20:45,,D,3,Победа,DP 6859,Казань,12,0,
SVO,2026-05-29,09:45,,C,131,Аэрофлот,SU 400,Каир,12,0,
SVO,2026-05-29,14:40,,B,,Nordwind,N4 105,Калининград,13,1,гейт ни в одном снимке не был зафиксирован
SVO,2026-05-29,07:15,,D,1,Победа,DP 6837,Калининград,12,0,
SVO,2026-05-29,14:05,,D,1,Победа,DP 6835,Калининград,13,0,
SVO,2026-05-29,18:35,,B,101,Аэрофлот,SU 1006,Калининград,12,0,
SVO,2026-05-29,11:50,,B,102,Аэрофлот,SU 1018,Калининград,12,0,
SVO,2026-05-29,23:20,,B,102,Аэрофлот,SU 1072,Калининград,13,0,
SVO,2026-05-29,06:35,,B,104,Аэрофлот,SU 1000,Калининград,12,0,
SVO,2026-05-29,08:00,,B,104,Аэрофлот,SU 1014,Калининград,24,0,
SVO,2026-05-29,09:00,,B,104,Аэрофлот,SU 1016,Калининград,12,0,
SVO,2026-05-29,10:00,,B,105,Аэрофлот,SU 1002,Калининград,24,0,
SVO,2026-05-29,10:25,,B,107,Россия;Аэрофлот,FV 6313;SU 6313,Калининград,12,0,
SVO,2026-05-29,14:15,,B,117,Аэрофлот,SU 1024,Калининград,13,0,
SVO,2026-05-29,16:15,,B,117,Россия;Аэрофлот,FV 6661;SU 6661,Калининград,12,0,
SVO,2026-05-29,18:00,,B,117,Россия;Аэрофлот,FV 6311;SU 6311,Калининград,24,0,
SVO,2026-05-29,20:25,,B,118,Аэрофлот,SU 1008,Калининград,12,0,
SVO,2026-05-29,13:35,,B,119,Аэрофлот,SU 1004,Калининград,12,0,
SVO,2026-05-29,17:20,,B,120,Аэрофлот,SU 1010,Калининград,12,0,
SVO,2026-05-29,08:15,,B,121,Россия;Аэрофлот,FV 6309;SU 6309,Калининград,12,0,
SVO,2026-05-29,22:00,,D,13,Победа,DP 6839,Калининград,25,0,
SVO,2026-05-29,16:55,,D,3,Победа,DP 6833,Калининград,12,0,
SVO,2026-05-29,01:50,,C,134,Аэрофлот,SU 1936,Караганды,12,0,
SVO,2026-05-29,16:15,,D,,Аэрофлот,SU 2997,Картаго,12,1,неизвестный финальный статус: unknown; гейт ни в одном снимке не был зафиксирован
SVO,2026-05-29,07:45,,C,146,Royal Air Maroc,AT 221,Касабланка,12,0,
SVO,2026-05-29,22:45,,B,108,Аэрофлот,SU 1450,Кемерово,13,0,
SVO,2026-05-29,00:40,,B,118,Аэрофлот,SU 1456,Кемерово,12,0,
SVO,2026-05-29,03:35,,C,130,Россия;Аэрофлот,FV 6521;SU 6521,Костанай,13,0,
SVO,2026-05-29,07:10,,B,104,Аэрофлот,SU 1264,Краснодар,12,0,
SVO,2026-05-29,06:10,,B,105,Аэрофлот,SU 1256,Краснодар,12,0,
SVO,2026-05-29,08:25,,B,106,Аэрофлот,SU 1108,Краснодар,12,0,
SVO,2026-05-29,09:35,,B,112,Аэрофлот,SU 1112,Краснодар,12,0,
SVO,2026-05-29,13:15,,B,118,Аэрофлот,SU 1266,Краснодар,12,0,
SVO,2026-05-29,12:00,,B,119,Аэрофлот,SU 1156,Краснодар,24,0,
SVO,2026-05-29,10:20,,B,120,Аэрофлот,SU 1208,Краснодар,12,0,
SVO,2026-05-29,22:30,,D,1,Победа,DP 6547,Красноярск,13,0,
SVO,2026-05-29,11:50,,B,103,Аэрофлот,SU 1490,Красноярск,12,0,
SVO,2026-05-29,15:55,,B,108,Аэрофлот,SU 7164,Красноярск,13,0,
SVO,2026-05-29,00:05,,B,113,Аэрофлот,SU 1484,Красноярск,12,0,
SVO,2026-05-29,09:50,,B,116,Аэрофлот,SU 1486,Красноярск,12,0,
SVO,2026-05-29,20:20,,B,117,Аэрофлот,SU 1480,Красноярск,12,0,
SVO,2026-05-29,00:55,,B,119,Аэрофлот,SU 1482,Красноярск,12,0,
SVO,2026-05-29,21:45,,D,3,Победа,DP 5547,Красноярск,12,0,
SVO,2026-05-29,20:10,,B,114,Россия;Аэрофлот,FV 6289;SU 6289,Магадан,12,0,
SVO,2026-05-29,14:30,,D,3,Победа,DP 6903,Магас,13,0,
SVO,2026-05-29,16:00,,B,103,Аэрофлот,SU 1438,Магнитогорск,25,0,
SVO,2026-05-29,00:45,,B,112,Аэрофлот,SU 1428,Магнитогорск,12,0,
SVO,2026-05-29,23:15,,C,133,Аэрофлот,SU 324,Мале,13,0,
SVO,2026-05-29,22:35,,C,142,Аэрофлот,SU 320,Мале,13,0,
SVO,2026-05-29,13:00,,C,141,Gulf Air,GF 13,Манама,12,0,
SVO,2026-05-29,09:10,,D,1,Победа,DP 6927,Махачкала,12,0,
SVO,2026-05-29,12:30,,D,1,Победа,DP 6923,Махачкала,12,0,
SVO,2026-05-29,18:45,,D,1,Победа,DP 6925,Махачкала,12,0,
SVO,2026-05-29,02:10,,B,103,Аэрофлот,SU 1054,Махачкала,13,0,
SVO,2026-05-29,16:40,,B,103,Аэрофлот,SU 1050,Махачкала,12,0,
SVO,2026-05-29,10:55,,B,118,Аэрофлот,SU 1058,Махачкала,12,0,
SVO,2026-05-29,07:50,,B,119,Аэрофлот,SU 1052,Махачкала,12,0,
SVO,2026-05-29,16:05,,B,121,Аэрофлот,SU 1056,Махачкала,12,0,
SVO,2026-05-29,07:20,,D,3,Победа,DP 6921,Махачкала,12,0,
SVO,2026-05-29,13:20,,D,1,Победа,DP 6913,Минеральные Воды,12,0,
SVO,2026-05-29,16:10,,D,1,Победа,DP 6909,Минеральные Воды,12,0,
SVO,2026-05-29,19:35,,B,101,Аэрофлот,SU 1314,Минеральные Воды,12,0,
SVO,2026-05-29,10:25,,B,103,Аэрофлот,SU 1312,Минеральные Воды,12,0,
SVO,2026-05-29,08:05,,B,105,Аэрофлот,SU 1304,Минеральные Воды,12,0,
SVO,2026-05-29,12:10,,B,105,Аэрофлот,SU 1028,Минеральные Воды,12,0,
SVO,2026-05-29,15:35,,B,105,Аэрофлот,SU 1300,Минеральные Воды,13,0,
SVO,2026-05-29,13:25,,B,114,Аэрофлот,SU 1310,Минеральные Воды,12,0,
SVO,2026-05-29,20:35,,B,121,Аэрофлот,SU 1348,Минеральные Воды,12,0,
SVO,2026-05-29,07:30,,D,13,Победа,DP 6911,Минеральные Воды,12,0,
SVO,2026-05-29,15:00,,C,131,Аэрофлот,SU 1836,Минск,13,0,
SVO,2026-05-29,18:40,,C,131,Аэрофлот,SU 1832,Минск,12,0,
