airport,flight_date,scheduled_time,actual_time,terminal,gate,airlines,flight_numbers,destination,destination_iata
SVO,2026-08-04,00:05,00:13,B,102,Aeroflot,SU 1484,Krasnoyarsk,KJA
SVO,2026-08-04,00:05,00:05,B,104,Aeroflot,SU 1424,Ufa,UFA
SVO,2026-08-04,00:05,00:05,C,130,Aeroflot,SU 1942,Almaty,ALA
SVO,2026-08-04,00:10,00:06,B,119,Aeroflot,SU 1524,Gorno-Altaysk,RGK
SVO,2026-08-04,00:10,00:05,C,129,Aeroflot,SU 1834,Minsk,MSQ
SVO,2026-08-04,00:10,00:06,C,132,Aeroflot,SU 2162,Antalya,AYT
SVO,2026-08-04,00:15,00:27,B,120,Aeroflot,SU 1478,Abakan,ABA
SVO,2026-08-04,00:15,00:28,C,124,Aeroflot,SU 484,Sharm el Sheikh,SSH
SVO,2026-08-04,00:15,01:38,D,3,Pobeda,DP 6569,Chelyabinsk,CEK
SVO,2026-08-04,00:25,00:23,C,127,Aeroflot,SU 2128,Antalya,AYT
SVO,2026-08-04,00:25,01:08,D,1,Pobeda,DP 6511,Perm,PEE
SVO,2026-08-04,00:30,00:30,B,102,"Rossiya,Aeroflot","FV 6951,SU 6951",Saint-Petersburg,LED
SVO,2026-08-04,00:30,00:30,B,103,Aeroflot,SU 1736,Petropavlovsk-Kamchatskiy,PKC
SVO,2026-08-04,00:30,00:23,B,107,Aeroflot,SU 1092,Chelyabinsk,CEK
SVO,2026-08-04,00:35,00:30,B,101,Aeroflot,SU 1244,Orenburg,REN
SVO,2026-08-04,00:35,00:35,B,112,Aeroflot,SU 1568,Tyumen,TJM
SVO,2026-08-04,00:35,00:33,C,141,Aeroflot,SU 424,Hurghada,HRG
SVO,2026-08-04,00:40,00:38,B,108,Aeroflot,SU 1638,Omsk,OMS
SVO,2026-08-04,00:40,00:40,B,114,Aeroflot,SU 1430,Barnaul,BAX
SVO,2026-08-04,00:45,00:41,B,113,Aeroflot,SU 1428,Magnitogorsk,MQF
SVO,2026-08-04,00:45,00:54,C,134,Southwind,2S 136,Antalya,AYT
SVO,2026-08-04,00:50,01:21,D,13,Pobeda,DP 6929,Makhachkala,MCX
SVO,2026-08-04,00:55,00:55,B,104,Aeroflot,SU 1482,Krasnoyarsk,KJA
SVO,2026-08-04,01:00,00:59,B,106,Aeroflot,SU 1382,Khanty-Mansiysk,HMA
SVO,2026-08-04,01:00,00:57,C,140,Aeroflot,SU 2170,Istanbul,IST
SVO,2026-08-04,01:05,00:56,B,117,Aeroflot,SU 1306,Novosibirsk,OVB
SVO,2026-08-04,01:05,01:03,C,146,Ariana Afghan,FG 708,Kabul,KBL
SVO,2026-08-04,01:10,01:10,C,128,Aeroflot,SU 2164,Antalya,AYT
SVO,2026-08-04,01:10,01:07,C,142,Southwind,2S 12,Antalya,AYT
SVO,2026-08-04,01:15,01:14,C,125,Aeroflot,SU 1966,Yerevan,EVN
SVO,2026-08-04,01:15,01:46,C,126,Southwind,2S 168,Antalya,AYT
SVO,2026-08-04,01:20,01:38,B,103,Aeroflot,SU 1708,Vladivostok,VVO
SVO,2026-08-04,01:30,01:43,B,116,Aeroflot,SU 1798,Chelyabinsk,CEK
SVO,2026-08-04,01:30,01:24,B,123,Aeroflot,SU 1562,Irkutsk,IKT
