airport,flight_date,scheduled_time,actual_time,terminal,gate,airlines,flight_numbers,destination,destination_iata
SVO,2026-09-20,00:05,00:15,B,109,Аэрофлот,SU 1484,Красноярск,KJA
SVO,2026-09-20,00:05,00:11,B,121,Аэрофлот,SU 1424,Уфа,UFA
SVO,2026-09-20,00:05,00:36,C,145,Аэрофлот,SU 1942,Алматы,ALA
SVO,2026-09-20,00:10,00:18,B,117,Аэрофлот,SU 1524,Горно-Алтайск,RGK
SVO,2026-09-20,00:10,00:20,C,140,Аэрофлот,SU 2162,Анталья,AYT
SVO,2026-09-20,00:15,01:20,C,142,Southwind Airlines,2S 136,Анталья,AYT
SVO,2026-09-20,00:20,00:37,B,103,"Ikar,Nordwind","EO 103,N4 103",Калининград,KGD
SVO,2026-09-20,00:20,04:01,C,136,Аэрофлот,SU 1834,Минск,MSQ
SVO,2026-09-20,00:25,00:46,C,141,Аэрофлот,SU 2128,Анталья,AYT
SVO,2026-09-20,00:25,02:14,D,1,Победа,DP 6511,Пермь,PEE
SVO,2026-09-20,00:25,02:50,D,3,Победа,DP 6503,Уфа,UFA
SVO,2026-09-20,00:30,00:40,B,101,"Россия,Аэрофлот","FV 6951,SU 6951",Санкт-Петербург,LED
SVO,2026-09-20,00:30,00:43,B,114,Аэрофлот,SU 1092,Челябинск,CEK
SVO,2026-09-20,00:35,01:00,B,106,Аэрофлот,SU 1568,Тюмень,TJM
SVO,2026-09-20,00:35,00:50,B,122,Аэрофлот,SU 1244,Оренбург,REN
SVO,2026-09-20,00:40,01:17,B,108,Аэрофлот,SU 1430,Барнаул,BAX
SVO,2026-09-20,00:40,00:48,B,113,Аэрофлот,SU 1456,Кемерово,KEJ
SVO,2026-09-20,00:40,00:44,B,116,Аэрофлот,SU 1638,Омск,OMS
SVO,2026-09-20,00:45,01:49,B,103,"Россия,Аэрофлот","FV 6391,SU 6391",Магнитогорск,MQF
SVO,2026-09-20,00:55,01:03,B,120,Аэрофлот,SU 1482,Красноярск,KJA
SVO,2026-09-20,01:00,01:09,B,123,Аэрофлот,SU 1382,Ханты-Мансийск,HMA
SVO,2026-09-20,01:05,01:34,B,105,Аэрофлот,SU 1306,Новосибирск,OVB
SVO,2026-09-20,01:05,01:18,C,127,Аэрофлот,SU 1894,Ош,OSS
SVO,2026-09-20,01:05,01:22,C,131,Аэрофлот,SU 2170,Стамбул,IST
SVO,2026-09-20,01:10,01:29,C,125,Southwind Airlines,2S 12,Анталья,AYT
SVO,2026-09-20,01:10,01:30,C,132,Аэрофлот,SU 2164,Анталья,AYT
SVO,2026-09-20,01:15,01:36,C,128,Аэрофлот,SU 2118,Бодрум,BJV
SVO,2026-09-20,01:15,01:53,C,140,Аэрофлот,SU 1966,Ереван,EVN
SVO,2026-09-20,01:20,01:38,B,102,Аэрофлот,SU 1708,Владивосток,VVO
SVO,2026-09-20,01:25,01:44,C,126,Аэрофлот,SU 424,Хургада,HRG
SVO,2026-09-20,01:30,01:32,B,104,"Россия,Аэрофлот","FV 6907,SU 6907",Челябинск,CEK
SVO,2026-09-20,01:30,01:42,B,118,Аэрофлот,SU 1562,Иркутск,IKT
SVO,2026-09-20,01:30,02:15,C,136,Аэрофлот,SU 462,Хургада,HRG
SVO,2026-09-20,01:40,02:20,B,121,Аэрофлот,SU 1512,Сургут,SGC
SVO,2026-09-20,01:50,02:05,C,135,Аэрофлот,SU 1936,Караганды,KGF
SVO,2026-09-20,01:55,02:07,B,119,Аэрофлот,SU 1582,Горно-Алтайск,RGK
SVO,2026-09-20,02:10,02:17,B,117,Аэрофлот,SU 1054,Махачкала,MCX
SVO,2026-09-20,02:15,02:25,C,139,Аэрофлот,SU 2148,Анталья,AYT
SVO,2026-09-20,02:20,02:31,B,101,Аэрофлот,SU 1466,Екатеринбург,SVX
SVO,2026-09-20,02:20,03:34,B,103,Аэрофлот,SU 1172,Астрахань,ASF
SVO,2026-09-20,02:40,03:09,C,137,Almasria universal airlines,UJ 614,Шарм-эль-Шейх,SSH
SVO,2026-09-20,02:45,04:56,C,139,Corendon Airlines,XC 9305,Анталья,AYT
SVO,2026-09-20,02:55,03:11,B,107,"Россия,Аэрофлот","FV 6591,SU 6591",Пермь,PEE
SVO,2026-09-20,02:55,03:30,C,129,Air Serbia,JU 137,Белград,BEG
SVO,2026-09-20,03:35,03:37,C,134,"Россия,Аэрофлот","FV 6521,SU 6521",Костанай,KSN
SVO,2026-09-20,03:45,04:03,C,141,Air Cairo,SM 948,Эль-Аламейн,DBB
SVO,2026-09-20,04:20,04:26,C,138,Аэрофлот,SU 434,Хургада,HRG
SVO,2026-09-20,04:50,11:10,C,131,"Россия,Аэрофлот","FV 6953,SU 6953",Анталья,AYT
SVO,2026-09-20,04:55,04:59,B,110,Аэрофлот,SU 1110,Сочи,AER
SVO,2026-09-20,04:55,12:17,C,132,Аэрофлот,SU 524,Дубай,DXB
SVO,2026-09-20,05:55,10:02,B,111,Аэрофлот,SU 1270,Казань,KZN
SVO,2026-09-20,06:00,11:25,B,106,"Россия,Аэрофлот","FV 6299,SU 6299",Нижнекамск,NBC
SVO,2026-09-20,06:10,10:29,B,106,Аэрофлот,SU 1256,Краснодар,KRR
SVO,2026-09-20,06:25,12:03,B,109,Аэрофлот,SU 1000,Калининград,KGD
SVO,2026-09-20,06:25,10:19,D,1,Победа,DP 6923,Махачкала,MCX
SVO,2026-09-20,06:30,13:10,B,108,Аэрофлот,SU 1242,Оренбург,REN
SVO,2026-09-20,06:50,14:12,C,136,Air Cairo,SM 942,Хургада,HRG
SVO,2026-09-20,06:50,14:53,D,1,Победа,DP 6961,Астрахань,ASF
SVO,2026-09-20,06:55,11:15,B,112,"Россия,Аэрофлот","FV 6491,SU 6491",Саратов,GSV
SVO,2026-09-20,07:00,11:12,B,102,"Россия,Аэрофлот","FV 6075,SU 6075",Ульяновск,ULV
SVO,2026-09-20,07:05,13:01,C,126,Аэрофлот,SU 520,Дубай,DXB
SVO,2026-09-20,07:05,14:21,D,13,Победа,DP 6965,Волгоград,VOG
SVO,2026-09-20,07:10,12:00,B,105,Аэрофлот,SU 1264,Краснодар,KRR
SVO,2026-09-20,07:10,12:46,D,3,Победа,DP 6863,Саратов,GSV
SVO,2026-09-20,07:15,13:26,D,13,Победа,DP 6837,Калининград,KGD
SVO,2026-09-20,07:20,11:43,C,145,Аэрофлот,SU 2172,Стамбул,IST
SVO,2026-09-20,07:20,12:57,C,146,Аэрофлот,SU 426,Шарм-эль-Шейх,SSH
SVO,2026-09-20,07:25,13:52,B,115,Аэрофлот,SU 1032,Калининград,KGD
SVO,2026-09-20,07:25,12:24,B,121,"Россия,Аэрофлот","FV 6425,SU 6425",Волгоград,VOG
SVO,2026-09-20,07:25,12:21,D,16,Победа,DP 5921,Махачкала,MCX
SVO,2026-09-20,07:30,13:02,B,112,"Россия,Аэрофлот","FV 6811,SU 6811",Саранск,SKX
SVO,2026-09-20,07:30,13:50,D,14,Победа,DP 6911,Минеральные Воды,MRV
SVO,2026-09-20,07:35,10:31,B,101,"Россия,Аэрофлот","FV 6369,SU 6369",Ижевск,IJK
