airport,flight_date,scheduled_time,actual_time,terminal,gate,airlines,flight_numbers,destination,destination_iata
SVO,2026-09-03,00:05,04:16,B,115,Аэрофлот,SU 1424,Уфа,UFA
SVO,2026-09-03,00:05,02:23,B,122,Аэрофлот,SU 1484,Красноярск,KJA
SVO,2026-09-03,00:05,03:40,C,134,Аэрофлот,SU 1942,Алматы,ALA
SVO,2026-09-03,00:10,03:34,B,112,Аэрофлот,SU 1524,Горно-Алтайск,RGK
SVO,2026-09-03,00:10,02:10,C,131,Аэрофлот,SU 2162,Анталья,AYT
SVO,2026-09-03,00:10,02:15,C,133,Аэрофлот,SU 428,Шарм-эль-Шейх,SSH
SVO,2026-09-03,00:15,03:06,B,110,Аэрофлот,SU 1478,Абакан,ABA
SVO,2026-09-03,00:20,04:17,C,130,Аэрофлот,SU 1834,Минск,MSQ
SVO,2026-09-03,00:25,02:36,C,132,Аэрофлот,SU 2128,Анталья,AYT
SVO,2026-09-03,00:25,02:51,C,146,Almasria universal airlines,UJ 708,Хургада,HRG
SVO,2026-09-03,00:25,03:46,D,1,Победа,DP 6511,Пермь,PEE
SVO,2026-09-03,00:30,04:03,B,101,Россия,SU 6951,Санкт-Петербург,LED
SVO,2026-09-03,00:30,02:40,B,104,Аэрофлот,SU 1736,Петропавловск-Камчатский,PKC
SVO,2026-09-03,00:30,04:35,B,111,Аэрофлот,SU 1092,Челябинск,CEK
SVO,2026-09-03,00:35,03:22,B,105,Аэрофлот,SU 1244,Оренбург,REN
SVO,2026-09-03,00:35,03:28,B,119,Аэрофлот,SU 1568,Тюмень,TJM
SVO,2026-09-03,00:35,02:12,C,141,Almasria universal airlines,UJ 620,Шарм-эль-Шейх,SSH
SVO,2026-09-03,00:40,02:54,B,106,Аэрофлот,SU 1638,Омск,OMS
SVO,2026-09-03,00:40,03:29,B,117,Аэрофлот,SU 1430,Барнаул,BAX
SVO,2026-09-03,00:40,02:17,C,125,Southwind Airlines,2S 136,Анталья,AYT
SVO,2026-09-03,00:45,03:19,B,111,Аэрофлот,SU 1428,Магнитогорск,MQF
SVO,2026-09-03,00:50,05:06,D,1,Победа,DP 6569,Челябинск,CEK
SVO,2026-09-03,00:55,03:03,B,103,Аэрофлот,SU 1482,Красноярск,KJA
SVO,2026-09-03,01:00,04:09,B,113,Аэрофлот,SU 1382,Ханты-Мансийск,HMA
SVO,2026-09-03,01:00,03:57,C,127,Аэрофлот,SU 2170,Стамбул,IST
SVO,2026-09-03,01:05,03:53,B,122,Аэрофлот,SU 1306,Новосибирск,OVB
SVO,2026-09-03,01:10,03:12,C,137,Southwind Airlines,2S 12,Анталья,AYT
SVO,2026-09-03,01:10,03:59,C,143,Аэрофлот,SU 2164,Анталья,AYT
SVO,2026-09-03,01:15,03:21,C,135,Аэрофлот,SU 1966,Ереван,EVN
SVO,2026-09-03,01:20,03:17,B,104,Аэрофлот,SU 1708,Владивосток,VVO
SVO,2026-09-03,01:25,03:41,C,144,Аэрофлот,SU 424,Хургада,HRG
SVO,2026-09-03,01:30,04:00,B,101,"Россия,Аэрофлот","FV 6907,SU 6907",Челябинск,CEK
SVO,2026-09-03,01:30,03:31,B,102,Аэрофлот,SU 1562,Иркутск,IKT
SVO,2026-09-03,01:40,03:26,B,120,Аэрофлот,SU 1512,Сургут,SGC
SVO,2026-09-03,02:15,04:06,C,138,Аэрофлот,SU 2148,Анталья,AYT
SVO,2026-09-03,02:20,03:51,B,103,Аэрофлот,SU 1172,Астрахань,ASF
SVO,2026-09-03,02:20,03:56,B,104,Аэрофлот,SU 1466,Екатеринбург,SVX
SVO,2026-09-03,02:25,07:08,B,109,Аэрофлот,SU 1074,Сочи,AER
SVO,2026-09-03,02:45,02:45,C,,Corendon Airlines,XC 9113,Анталья,AYT
SVO,2026-09-03,02:55,04:10,B,107,"Россия,Аэрофлот","FV 6591,SU 6591",Пермь,PEE
SVO,2026-09-03,02:55,04:20,C,126,Air Serbia,JU 137,Белград,BEG
SVO,2026-09-03,03:10,04:13,B,104,"Россия,Аэрофлот","FV 6155,SU 6155",Нижнекамск,NBC
SVO,2026-09-03,04:55,06:13,B,120,Аэрофлот,SU 1110,Сочи,AER
SVO,2026-09-03,05:35,05:36,B,118,Аэрофлот,SU 1106,Краснодар,KRR
SVO,2026-09-03,05:40,05:59,C,142,"Россия,Аэрофлот","FV 6953,SU 6953",Анталья,AYT
SVO,2026-09-03,05:45,06:00,C,126,Air Cairo,SM 922,Шарм-эль-Шейх,SSH
SVO,2026-09-03,06:00,06:07,B,101,Россия,FV 6075,Ульяновск,ULV
SVO,2026-09-03,06:00,06:05,B,104,"Россия,Аэрофлот","FV 6299,SU 6299",Нижнекамск,NBC
SVO,2026-09-03,06:10,06:17,B,106,Аэрофлот,SU 1256,Краснодар,KRR
SVO,2026-09-03,06:10,06:15,B,122,Аэрофлот,SU 1318,Мурманск,MMK
SVO,2026-09-03,06:25,06:37,B,121,Аэрофлот,SU 1000,Калининград,KGD
SVO,2026-09-03,06:30,06:39,B,116,Аэрофлот,SU 1242,Оренбург,REN
SVO,2026-09-03,06:35,06:41,B,117,Аэрофлот,SU 6,Санкт-Петербург,LED
SVO,2026-09-03,06:50,07:32,D,1,Победа,DP 6961,Астрахань,ASF
SVO,2026-09-03,06:55,11:31,B,104,"Россия,Аэрофлот","FV 6491,SU 6491",Саратов,GSV
SVO,2026-09-03,06:55,06:59,B,112,Аэрофлот,SU 1026,Калининград,KGD
SVO,2026-09-03,06:55,07:01,B,119,Аэрофлот,SU 1266,Краснодар,KRR
SVO,2026-09-03,07:00,07:20,B,104,Россия,SU 6223,Челябинск,CEK
SVO,2026-09-03,07:05,07:15,C,146,Аэрофлот,SU 520,Дубай,DXB
SVO,2026-09-03,07:10,07:23,B,102,Аэрофлот,SU 1152,Сочи,AER
SVO,2026-09-03,07:10,07:22,D,3,Победа,DP 6965,Волгоград,VOG
SVO,2026-09-03,07:20,07:50,C,135,Аэрофлот,SU 2172,Стамбул,IST
SVO,2026-09-03,07:25,07:37,B,101,Аэрофлот,SU 1032,Калининград,KGD
SVO,2026-09-03,07:25,07:40,B,103,Аэрофлот,SU 1180,Волгоград,VOG
SVO,2026-09-03,07:25,09:42,D,1,Победа,DP 6851,Санкт-Петербург,LED
SVO,2026-09-03,07:30,07:47,B,118,"Россия,Аэрофлот","FV 6811,SU 6811",Саранск,SKX
SVO,2026-09-03,07:30,11:20,D,1,Победа,DP 6905,Владикавказ,OGZ
SVO,2026-09-03,07:30,09:52,D,3,Победа,DP 6911,Минеральные Воды,MRV
SVO,2026-09-03,07:35,07:56,B,105,"Россия,Аэрофлот","FV 6369,SU 6369",Ижевск,IJK
SVO,2026-09-03,07:35,07:53,B,117,Аэрофлот,SU 1400,Екатеринбург,SVX
SVO,2026-09-03,07:35,07:43,C,134,Аэрофлот,SU 2142,Анталья,AYT
SVO,2026-09-03,07:40,08:03,B,104,Аэрофлот,SU 1366,Ставрополь,STW
SVO,2026-09-03,07:40,14:06,D,13,Победа,DP 6583,Самара,KUF
SVO,2026-09-03,07:45,08:11,C,132,Аэрофлот,SU 2120,Бодрум,BJV
