airport,flight_date,scheduled_time,actual_time,terminal,gate,airlines,flight_numbers,destination,snapshots_seen,review,review_reason
DME,2026-05-31,21:40,,,C8,S7 Airlines,S7 2593,Абакан,21,0,
DME,2026-05-31,21:30,,,,Ethiopian Airlines,ET 761,Аддис-Абеба,11,1,исчез из табло на статусе scheduled; гейт ни в одном снимке не был зафиксирован
DME,2026-05-31,16:50,,,E3,Royal Jordanian,RJ 178,Амман,20,0,
DME,2026-05-31,13:20,,,E10,Уральские авиалинии,U6 3555,Анталья,21,0,
DME,2026-05-31,08:45,,,E8,S7 Airlines,S7 3745,Анталья,19,0,
DME,2026-05-31,10:35,,,E18,S7 Airlines,S7 3235,Ашхабад,20,0,
DME,2026-05-31,00:40,,,E6,Азербайджан Хава Йоллары,J2 186,Баку,19,0,
DME,2026-05-31,22:10,,,,Уральские авиалинии,U6 651,Барнаул,21,1,гейт ни в одном снимке не был зафиксирован
DME,2026-05-31,22:55,,,C5,S7 Airlines,S7 2601,Барнаул,21,0,
DME,2026-05-31,10:40,,,,TEZ Jet,K9 702,Бишкек,20,1,неизвестный финальный статус: unknown; гейт ни в одном снимке не был зафиксирован
DME,2026-05-31,22:10,,,,Avia Traffic Company,YK 960,Бишкек,21,1,исчез из табло на статусе scheduled; гейт ни в одном снимке не был зафиксирован
DME,2026-05-31,00:30,,,E19,Уральские авиалинии,U6 2803,Бишкек,19,0,
DME,2026-05-31,10:30,,,E3,Avia Traffic Company,YK 884,Бишкек,20,0,
DME,2026-05-31,23:50,,,C16,S7 Airlines,S7 3061,Благовещенск,10,0,
DME,2026-05-31,21:05,,,D11,Уральские авиалинии,U6 349,Благовещенск,21,0,
DME,2026-05-31,17:45,,,D13,Уральские авиалинии,U6 299,Благовещенск,20,0,
DME,2026-05-31,07:00,,,E9,Уральские авиалинии,U6 3573,Бодрум,18,0,
DME,2026-05-31,02:40,,,E13,Qanot Sharq,HH 710,Бухара,17,0,
DME,2026-05-31,11:35,,,C12,S7 Airlines,S7 2153,Владикавказ,20,0,
DME,2026-05-31,10:15,,,D8,Уральские авиалинии,U6 1387,Владикавказ,20,0,
DME,2026-05-31,12:45,,,C3,S7 Airlines,S7 2147,Волгоград,21,0,
DME,2026-05-31,11:15,,,C5,S7 Airlines,S7 2145,Волгоград,20,0,
DME,2026-05-31,09:55,,,D7,Уральские авиалинии,U6 115,Геленджик,19,0,
DME,2026-05-31,22:50,,,C13,S7 Airlines,S7 2629,Горно-Алтайск,21,0,
DME,2026-05-31,11:10,,,D11,Уральские авиалинии,U6 427,Грозный,20,0,
DME,2026-05-31,11:30,,,E17,Уральские авиалинии,U6 2411,Гянджа,20,0,
DME,2026-05-31,16:25,,,E14,Emirates;S7 Airlines,EK 134;S7 4163,Дубай,20,0,
DME,2026-05-31,23:10,,,E14,Emirates;S7 Airlines,EK 132;S7 4161,Дубай,21,0,
DME,2026-05-31,00:35,,,E12,Уральские авиалинии,U6 8253,Душанбе,19,0,
DME,2026-05-31,01:00,,,E3,Сомон Эйр,SZ 202,Душанбе,19,0,
DME,2026-05-31,08:25,,,D11,Уральские авиалинии,U6 273,Екатеринбург,19,0,
DME,2026-05-31,22:00,,,D13,Уральские авиалинии,U6 265,Екатеринбург,31,0,
DME,2026-05-31,13:35,,,D4,Уральские авиалинии,U6 269,Екатеринбург,21,0,
DME,2026-05-31,23:45,,,D4,Уральские авиалинии,U6 271,Екатеринбург,21,0,
DME,2026-05-31,10:00,,,D6,Уральские авиалинии,U6 261,Екатеринбург,31,0,
DME,2026-05-31,20:35,,,D6,Уральские авиалинии,U6 263,Екатеринбург,21,0,
DME,2026-05-31,20:10,,,,FLYONE Armenia,3F 316,Ереван,21,1,исчез из табло на статусе scheduled; гейт ни в одном снимке не был зафиксирован
DME,2026-05-31,10:00,,,E4,FLYONE Armenia,3F 312,Ереван,31,0,
