airport,flight_date,scheduled_time,actual_time,terminal,gate,airlines,flight_numbers,destination,destination_iata
SVO,2026-06-15,00:05,00:05,B,103,Aeroflot,SU 1484,Krasnoyarsk,KJA
SVO,2026-06-15,00:05,23:56,B,105,Aeroflot,SU 1424,Ufa,UFA
SVO,2026-06-15,00:10,00:08,B,121,Aeroflot,SU 1524,Gorno-Altaysk,RGK
SVO,2026-06-15,00:10,00:22,C,139,AlMasria,UJ 620,Sharm el Sheikh,SSH
SVO,2026-06-15,00:15,00:13,B,104,Aeroflot,SU 1478,Abakan,ABA
SVO,2026-06-15,00:20,01:40,C,137,Aeroflot,SU 1834,Minsk,MSQ
SVO,2026-06-15,00:20,02:24,D,17,Pobeda,DP 6541,Ekaterinburg,SVX
SVO,2026-06-15,00:25,00:23,C,146,Aeroflot,SU 2128,Antalya,AYT
SVO,2026-06-15,00:25,03:53,D,1,Pobeda,DP 5921,Makhachkala,MCX
SVO,2026-06-15,00:25,04:55,D,3,Pobeda,DP 6511,Perm,PEE
SVO,2026-06-15,00:30,01:29,B,101,"Rossiya,Aeroflot","FV 6951,SU 6951",Saint-Petersburg,LED
SVO,2026-06-15,00:40,00:40,B,106,Aeroflot,SU 1456,Kemerovo,KEJ
SVO,2026-06-15,00:40,01:00,B,113,Aeroflot,SU 1638,Omsk,OMS
SVO,2026-06-15,00:40,00:40,B,123,Aeroflot,SU 1430,Barnaul,BAX
SVO,2026-06-15,00:45,07:30,D,3,Pobeda,DP 6569,Chelyabinsk,CEK
SVO,2026-06-15,00:50,00:40,C,126,Pegas Fly,EO 3003,Antalya,AYT
SVO,2026-06-15,00:55,00:59,B,104,Aeroflot,SU 1482,Krasnoyarsk,KJA
SVO,2026-06-15,01:00,01:40,B,102,"Rossiya,Aeroflot","FV 6699,SU 6699",Saint-Petersburg,LED
SVO,2026-06-15,01:00,00:57,C,138,Aeroflot,SU 2170,Istanbul,IST
SVO,2026-06-15,01:15,01:14,C,131,Aeroflot,SU 1966,Yerevan,EVN
SVO,2026-06-15,01:20,01:16,B,110,Aeroflot,SU 1708,Vladivostok,VVO
SVO,2026-06-15,01:25,01:59,C,141,Air Cairo,SM 904,Sharm el Sheikh,SSH
SVO,2026-06-15,01:30,01:24,B,107,Aeroflot,SU 1426,Chelyabinsk,CEK
SVO,2026-06-15,01:30,01:28,B,115,Aeroflot,SU 1562,Irkutsk,IKT
SVO,2026-06-15,01:40,01:45,B,104,Aeroflot,SU 1512,Surgut,SGC
SVO,2026-06-15,01:45,01:41,B,114,Aeroflot,SU 1472,Nizhnevartovsk,NJC
SVO,2026-06-15,01:45,01:36,D,14,Smartavia,5N 231,Orenburg,REN
SVO,2026-06-15,01:55,01:53,B,117,Aeroflot,SU 1582,Gorno-Altaysk,RGK
