airport,flight_date,scheduled_time,actual_time,terminal,gate,airlines,flight_numbers,destination,snapshots_seen,review,review_reason
DME,2026-05-30,21:40,,,C5,S7 Airlines,S7 2593,Абакан,19,0,
DME,2026-05-30,21:30,,,E13,Ethiopian Airlines,ET 761,Аддис-Абеба,11,0,
DME,2026-05-30,13:05,,,,Уральские авиалинии,U6 3555,Анталья,16,1,неизвестный финальный статус: unknown; гейт ни в одном снимке не был зафиксирован
DME,2026-05-30,08:45,,,E19,S7 Airlines,S7 3745,Анталья,14,0,
DME,2026-05-30,10:35,,,E17,S7 Airlines,S7 3235,Ашхабад,17,0,
DME,2026-05-30,00:40,,,,Азербайджан Хава Йоллары,J2 186,Баку,5,1,гейт ни в одном снимке не был зафиксирован
DME,2026-05-30,12:45,,,E9,Азербайджан Хава Йоллары,J2 182,Баку,16,0,
DME,2026-05-30,22:55,,,C8,S7 Airlines,S7 2601,Барнаул,20,0,
DME,2026-05-30,22:10,,,D13,Уральские авиалинии,U6 651,Барнаул,20,0,
DME,2026-05-30,00:30,,,,Уральские авиалинии,U6 2803,Бишкек,5,1,гейт ни в одном снимке не был зафиксирован
DME,2026-05-30,10:40,,,,TEZ Jet,K9 702,Бишкек,17,1,неизвестный финальный статус: unknown; гейт ни в одном снимке не был зафиксирован
DME,2026-05-30,22:10,,,E3,Avia Traffic Company,YK 960,Бишкек,20,0,
DME,2026-05-30,23:50,,,C3,S7 Airlines,S7 3061,Благовещенск,20,0,
DME,2026-05-30,17:45,,,D11,Уральские авиалинии,U6 299,Благовещенск,16,0,
DME,2026-05-30,21:05,,,D8,Уральские авиалинии,U6 349,Благовещенск,19,0,
DME,2026-05-30,23:45,,,C12,S7 Airlines,S7 3041,Братск,12,0,
DME,2026-05-30,11:35,,,C12,S7 Airlines,S7 2153,Владикавказ,17,0,
DME,2026-05-30,13:05,,,C16,S7 Airlines,S7 2155,Владикавказ,16,0,
DME,2026-05-30,10:15,,,D13,Уральские авиалинии,U6 1387,Владикавказ,17,0,
