airport,flight_date,scheduled_time,actual_time,terminal,gate,airlines,flight_numbers,destination,destination_iata
SVO,2026-07-29,00:05,00:02,B,102,Aeroflot,SU 1484,Krasnoyarsk,KJA
SVO,2026-07-29,00:05,00:10,B,111,Aeroflot,SU 1424,Ufa,UFA
SVO,2026-07-29,00:05,00:03,C,127,Aeroflot,SU 1942,Almaty,ALA
SVO,2026-07-29,00:10,00:04,B,121,Aeroflot,SU 1524,Gorno-Altaysk,RGK
SVO,2026-07-29,00:10,00:10,C,132,Aeroflot,SU 2162,Antalya,AYT
SVO,2026-07-29,00:15,00:12,B,105,Aeroflot,SU 1478,Abakan,ABA
SVO,2026-07-29,00:15,00:20,C,142,Southwind,2S 136,Antalya,AYT
SVO,2026-07-29,00:20,00:20,C,130,Aeroflot,SU 1834,Minsk,MSQ
SVO,2026-07-29,00:20,03:11,D,1,Pobeda,DP 6569,Chelyabinsk,CEK
SVO,2026-07-29,00:25,00:22,C,140,Aeroflot,SU 2128,Antalya,AYT
SVO,2026-07-29,00:25,01:09,D,1,Pobeda,DP 6511,Perm,PEE
SVO,2026-07-29,00:25,02:13,D,1,Pobeda,DP 5543,Ekaterinburg,SVX
SVO,2026-07-29,00:30,00:29,B,103,Aeroflot,SU 1092,Chelyabinsk,CEK
SVO,2026-07-29,00:30,00:56,B,104,Aeroflot,SU 1736,Petropavlovsk-Kamchatskiy,PKC
SVO,2026-07-29,00:35,00:34,B,101,Aeroflot,SU 1568,Tyumen,TJM
SVO,2026-07-29,00:35,00:30,B,109,Aeroflot,SU 1244,Orenburg,REN
SVO,2026-07-29,00:40,00:57,B,102,Aeroflot,SU 1638,Omsk,OMS
SVO,2026-07-29,00:40,00:40,B,118,Aeroflot,SU 1430,Barnaul,BAX
SVO,2026-07-29,00:50,03:34,D,3,Pobeda,DP 6929,Makhachkala,MCX
SVO,2026-07-29,00:55,00:50,B,114,Aeroflot,SU 1482,Krasnoyarsk,KJA
SVO,2026-07-29,01:00,01:08,B,101,"Rossiya,Aeroflot","FV 6699,SU 6699",Saint-Petersburg,LED
SVO,2026-07-29,01:00,00:58,B,112,Aeroflot,SU 1382,Khanty-Mansiysk,HMA
SVO,2026-07-29,01:00,01:00,C,131,Aeroflot,SU 2170,Mineralnyye Vody,MRV
SVO,2026-07-29,01:05,01:05,B,115,Aeroflot,SU 1306,Novosibirsk,OVB
SVO,2026-07-29,01:05,01:02,C,135,Aeroflot,SU 1894,Osh,OSS
SVO,2026-07-29,01:10,01:22,C,145,Southwind,2S 12,Antalya,AYT
SVO,2026-07-29,01:15,01:17,C,133,Aeroflot,SU 1966,Yerevan,EVN
SVO,2026-07-29,01:15,02:06,C,136,Southwind,2S 172,Dalaman,DLM
SVO,2026-07-29,01:20,01:20,B,103,Aeroflot,SU 1708,Vladivostok,VVO
SVO,2026-07-29,01:30,01:31,B,101,"Rossiya,Aeroflot","FV 6907,SU 6907",Chelyabinsk,CEK
SVO,2026-07-29,01:30,01:29,B,116,Aeroflot,SU 1562,Irkutsk,IKT
SVO,2026-07-29,01:40,01:37,B,117,Aeroflot,SU 1512,Surgut,SGC
SVO,2026-07-29,01:40,01:40,C,137,Aeroflot,SU 424,Hurghada,HRG
SVO,2026-07-29,01:50,01:50,C,126,Royal Air Maroc,AT 223,Casablanca,CMN
SVO,2026-07-29,01:55,01:53,B,108,Aeroflot,SU 1582,Gorno-Altaysk,RGK
SVO,2026-07-29,02:10,02:04,B,123,Aeroflot,SU 1054,Makhachkala,MCX
SVO,2026-07-29,02:15,02:11,C,142,Aeroflot,SU 2148,Antalya,AYT
SVO,2026-07-29,02:20,02:16,B,105,Aeroflot,SU 1172,Astrakhan,ASF
SVO,2026-07-29,02:20,02:10,B,121,Aeroflot,SU 1466,Ekaterinburg,SVX
SVO,2026-07-29,02:25,02:15,B,120,Aeroflot,SU 1074,Sochi,AER
SVO,2026-07-29,02:40,02:32,C,129,Aeroflot,SU 428,Sharm el Sheikh,SSH
SVO,2026-07-29,02:55,02:52,B,103,"Rossiya,Aeroflot","FV 6591,SU 6591",Perm,PEE
