airport,flight_date,scheduled_time,actual_time,terminal,gate,airlines,flight_numbers,destination,destination_iata
SVO,2026-06-29,00:05,23:58,B,103,Aeroflot,SU 1424,Ufa,UFA
SVO,2026-06-29,00:05,00:05,B,103,Aeroflot,SU 1484,Krasnoyarsk,KJA
SVO,2026-06-29,00:05,00:03,B,104,"Rossiya,Aeroflot","FV 6537,SU 6537",Ufa,UFA
SVO,2026-06-29,00:05,00:26,C,129,Aeroflot,SU 1942,Almaty,ALA
SVO,2026-06-29,00:10,00:22,B,119,Aeroflot,SU 1524,Gorno-Altaysk,RGK
SVO,2026-06-29,00:10,00:18,C,143,AlMasria,UJ 612,Sharm el Sheikh,SSH
SVO,2026-06-29,00:10,00:18,C,145,Aeroflot,SU 2162,Antalya,AYT
SVO,2026-06-29,00:15,00:08,B,114,Aeroflot,SU 1478,Abakan,ABA
SVO,2026-06-29,00:20,00:15,C,146,Aeroflot,SU 1834,Minsk,MSQ
SVO,2026-06-29,00:20,01:26,D,3,Pobeda,DP 6541,Ekaterinburg,SVX
SVO,2026-06-29,00:25,00:19,C,144,Aeroflot,SU 2128,Antalya,AYT
SVO,2026-06-29,00:25,03:49,D,3,Pobeda,DP 6511,Perm,PEE
SVO,2026-06-29,00:30,00:23,B,107,Aeroflot,SU 1092,Chelyabinsk,CEK
SVO,2026-06-29,00:35,00:34,B,120,Aeroflot,SU 1568,Tyumen,TJM
SVO,2026-06-29,00:35,00:33,B,122,Aeroflot,SU 1244,Orenburg,REN
SVO,2026-06-29,00:40,00:45,B,102,Aeroflot,SU 1430,Barnaul,BAX
SVO,2026-06-29,00:40,00:35,B,108,Aeroflot,SU 1456,Kemerovo,KEJ
SVO,2026-06-29,00:40,00:33,B,116,Aeroflot,SU 1638,Omsk,OMS
SVO,2026-06-29,00:45,00:38,B,118,Aeroflot,SU 1428,Magnitogorsk,MQF
SVO,2026-06-29,00:45,01:09,C,141,Air Stork,2S 172,Dalaman,DLM
SVO,2026-06-29,00:50,02:22,D,3,Pobeda,DP 6569,Chelyabinsk,CEK
SVO,2026-06-29,00:55,01:15,B,113,Aeroflot,SU 1482,Krasnoyarsk,KJA
SVO,2026-06-29,00:55,01:36,D,1,Pobeda,DP 5921,Makhachkala,MCX
SVO,2026-06-29,01:00,01:03,B,101,"Rossiya,Aeroflot","FV 6699,SU 6699",Saint-Petersburg,LED
SVO,2026-06-29,01:00,01:00,B,110,Aeroflot,SU 1382,Khanty-Mansiysk,HMA
SVO,2026-06-29,01:00,01:07,C,130,Aeroflot,SU 2170,Istanbul,IST
SVO,2026-06-29,01:10,01:05,C,134,Air Stork,2S 12,Antalya,AYT
SVO,2026-06-29,01:15,01:15,C,137,Aeroflot,SU 1966,Yerevan,EVN
SVO,2026-06-29,01:20,01:46,B,111,Aeroflot,SU 1708,Vladivostok,VVO
SVO,2026-06-29,01:30,01:32,B,104,"Rossiya,Aeroflot","FV 6907,SU 1426,SU 6907",Chelyabinsk,CEK
SVO,2026-06-29,01:30,01:27,B,115,Aeroflot,SU 1562,Irkutsk,IKT
SVO,2026-06-29,01:40,01:39,B,103,Aeroflot,SU 1512,Surgut,SGC
SVO,2026-06-29,01:45,01:39,B,101,Aeroflot,SU 1472,Nizhnevartovsk,NJC
SVO,2026-06-29,01:45,01:36,D,16,Smartavia,5N 231,Orenburg,REN
SVO,2026-06-29,01:55,01:47,B,121,Aeroflot,SU 1582,Gorno-Altaysk,RGK
SVO,2026-06-29,02:10,02:05,B,122,Aeroflot,SU 1054,Makhachkala,MCX
SVO,2026-06-29,02:15,02:10,C,126,Aeroflot,SU 428,Sharm el Sheikh,SSH
SVO,2026-06-29,02:15,02:08,C,127,Aeroflot,SU 2148,Antalya,AYT
SVO,2026-06-29,02:20,02:18,B,104,Aeroflot,SU 1466,Ekaterinburg,SVX
SVO,2026-06-29,02:20,02:07,B,123,Aeroflot,SU 1172,Astrakhan,ASF
SVO,2026-06-29,02:25,02:19,B,120,Aeroflot,SU 1074,Sochi,AER
SVO,2026-06-29,02:30,02:41,C,140,"Rossiya,Aeroflot","FV 5953,SU 5953",Hurghada,HRG
SVO,2026-06-29,02:45,02:43,C,144,Corendon Air,XC 9117,Antalya,AYT
SVO,2026-06-29,02:55,02:51,B,103,"Rossiya,Aeroflot","FV 6155,SU 6155",Nizhnekamsk,NBC
SVO,2026-06-29,02:55,02:52,B,104,"Rossiya,Aeroflot","FV 6591,SU 6591",Perm,PEE
SVO,2026-06-29,02:55,03:02,C,145,Air Serbia,JU 137,Belgrade,BEG
SVO,2026-06-29,03:10,03:06,C,141,Shirak Avia,5G 710,Yerevan,EVN
SVO,2026-06-29,04:50,04:54,C,130,"Rossiya,Aeroflot","FV 6953,SU 6953",Antalya,AYT
SVO,2026-06-29,04:55,04:55,B,103,Aeroflot,SU 1110,Sochi,AER
SVO,2026-06-29,05:05,05:00,C,136,Aeroflot,SU 2166,Antalya,AYT
SVO,2026-06-29,05:25,05:14,B,116,Aeroflot,SU 1106,Mineralnyye Vody,MRV
SVO,2026-06-29,05:55,05:45,B,109,Aeroflot,SU 1270,Kazan,KZN
SVO,2026-06-29,06:00,05:58,B,101,"Rossiya,Aeroflot","FV 6075,SU 6075",Ulyanovsk,ULV
SVO,2026-06-29,06:00,05:59,B,104,"Rossiya,Aeroflot","FV 6299,SU 6299",Nizhnekamsk,NBC
SVO,2026-06-29,06:10,06:08,B,102,Aeroflot,SU 1318,Murmansk,MMK
SVO,2026-06-29,06:10,06:10,B,108,Aeroflot,SU 1256,Krasnodar,KRR
SVO,2026-06-29,06:10,06:04,C,137,"Pegas Fly,Nordwind","EO 1293,N4 1293",Sokhumi,SUI
SVO,2026-06-29,06:20,06:19,B,113,"Rossiya,Aeroflot","FV 6405,SU 6405",Syktyvkar,SCW
SVO,2026-06-29,06:25,06:29,B,101,"Rossiya,Aeroflot","FV 6061,SU 6061",Samara,KUF
SVO,2026-06-29,06:25,06:31,D,1,Pobeda,DP 6923,Makhachkala,MCX
SVO,2026-06-29,06:30,06:30,B,103,Aeroflot,SU 1516,Surgut,SGC
SVO,2026-06-29,06:30,06:22,B,105,Aeroflot,SU 1242,Orenburg,REN
SVO,2026-06-29,06:35,06:30,B,106,Aeroflot,SU 1000,Kaliningrad,KGD
SVO,2026-06-29,06:40,06:43,D,3,Pobeda,DP 6807,Cheboksary,CSY
SVO,2026-06-29,06:45,06:45,B,104,Aeroflot,SU 1724,Khabarovsk,KHV
SVO,2026-06-29,06:45,06:57,B,120,Aeroflot,SU 1154,Gelendzhik,GDZ
SVO,2026-06-29,06:55,07:41,B,102,"Rossiya,Aeroflot","FV 6491,SU 6491",Saratov,GSV
SVO,2026-06-29,06:55,06:50,B,112,Aeroflot,SU 1026,Kaliningrad,KGD
SVO,2026-06-29,07:00,06:59,B,114,"Rossiya,Aeroflot","FV 6223,SU 6223",Chelyabinsk,CEK
SVO,2026-06-29,07:00,07:08,D,1,Pobeda,DP 6961,Astrakhan,ASF
SVO,2026-06-29,07:05,09:04,B,121,"Rossiya,Aeroflot","FV 6381,SU 6381",Izhevsk,IJK
SVO,2026-06-29,07:05,07:14,C,124,Aeroflot,SU 520,Dubai,DXB
SVO,2026-06-29,07:05,07:46,D,3,Pobeda,DP 6965,Volgograd,VOG
SVO,2026-06-29,07:10,07:08,B,102,Aeroflot,SU 1152,Sochi,AER
SVO,2026-06-29,07:10,07:13,D,13,Pobeda,DP 6863,Saratov,GSV
SVO,2026-06-29,07:15,07:10,B,103,Aeroflot,SU 6,Saint-Petersburg,LED
SVO,2026-06-29,07:15,07:19,D,3,Pobeda,DP 6837,Kaliningrad,KGD
SVO,2026-06-29,07:20,07:12,C,141,Aeroflot,SU 426,Sharm el Sheikh,SSH
SVO,2026-06-29,07:20,07:19,C,142,Aeroflot,SU 2172,Istanbul,IST
SVO,2026-06-29,07:25,07:49,B,114,Aeroflot,SU 1180,Volgograd,VOG
SVO,2026-06-29,07:25,07:23,C,128,Aeroflot,SU 422,Hurghada,HRG
SVO,2026-06-29,07:30,07:23,B,117,Aeroflot,SU 1032,Kaliningrad,KGD
SVO,2026-06-29,07:30,07:22,B,118,"Rossiya,Aeroflot","FV 6811,SU 6811",Saransk,SKX
SVO,2026-06-29,07:30,08:04,D,1,Pobeda,DP 6911,Mineralnyye Vody,MRV
SVO,2026-06-29,07:35,07:39,B,115,Aeroflot,SU 1400,Ekaterinburg,SVX
SVO,2026-06-29,07:40,07:40,C,125,Aeroflot,SU 2120,Bodrum,BJV
SVO,2026-06-29,07:40,07:34,C,146,Aeroflot,SU 2142,Antalya,AYT
SVO,2026-06-29,07:45,07:43,B,108,Aeroflot,SU 1366,Stavropol,STW
SVO,2026-06-29,07:45,07:41,C,140,Royal Air Maroc,AT 221,Casablanca,CMN
SVO,2026-06-29,07:45,09:06,D,13,Pobeda,DP 6903,Magas,IGT
SVO,2026-06-29,07:50,07:42,B,111,Aeroflot,SU 1678,Astrakhan,ASF
SVO,2026-06-29,07:50,07:44,B,123,Aeroflot,SU 1052,Makhachkala,MCX
SVO,2026-06-29,07:55,07:51,B,104,Aeroflot,SU 1176,Sochi,AER
SVO,2026-06-29,07:55,07:59,D,14,Pobeda,DP 6905,Vladikavkaz,OGZ
SVO,2026-06-29,08:00,10:03,B,104,"Rossiya,Aeroflot","FV 6127,SU 6127",Saint-Petersburg,LED
SVO,2026-06-29,08:00,07:54,B,119,Aeroflot,SU 1014,Kaliningrad,KGD
SVO,2026-06-29,08:00,09:05,D,3,Pobeda,DP 6841,Kazan,KZN
SVO,2026-06-29,08:05,07:59,B,110,Aeroflot,SU 1268,Kazan,KZN
SVO,2026-06-29,08:05,08:03,B,121,Aeroflot,SU 1304,Mineralnyye Vody,MRV
SVO,2026-06-29,08:10,08:10,B,103,"Rossiya,Aeroflot","FV 6503,SU 6503",Arkhangelsk,ARH
SVO,2026-06-29,08:10,08:05,C,129,Aeroflot,SU 1860,Yerevan,EVN
