airport,flight_date,scheduled_time,actual_time,terminal,gate,airlines,flight_numbers,destination,destination_iata
SVO,2026-08-03,00:05,00:36,B,112,Aeroflot,SU 1424,Ufa,UFA
SVO,2026-08-03,00:05,00:12,B,116,Aeroflot,SU 1484,Krasnoyarsk,KJA
SVO,2026-08-03,00:05,00:24,C,133,Aeroflot,SU 1942,Almaty,ALA
SVO,2026-08-03,00:10,00:20,B,104,Aeroflot,SU 1524,Gorno-Altaysk,RGK
SVO,2026-08-03,00:10,00:08,C,139,AlMasria,UJ 620,Sharm el Sheikh,SSH
SVO,2026-08-03,00:10,00:09,C,142,Aeroflot,SU 2162,Antalya,AYT
SVO,2026-08-03,00:15,01:44,B,114,Aeroflot,SU 1478,Abakan,ABA
SVO,2026-08-03,00:15,00:13,C,130,Aeroflot,SU 2128,Antalya,AYT
SVO,2026-08-03,00:15,00:56,C,131,Aeroflot,SU 1834,Minsk,MSQ
SVO,2026-08-03,00:20,02:24,D,3,Pobeda,DP 6569,Chelyabinsk,CEK
SVO,2026-08-03,00:25,00:47,D,1,Pobeda,DP 6511,Perm,PEE
SVO,2026-08-03,00:30,00:30,B,101,Aeroflot,SU 1736,Petropavlovsk-Kamchatskiy,PKC
SVO,2026-08-03,00:30,03:23,B,101,"Rossiya,Aeroflot","FV 6951,SU 6951",Saint-Petersburg,LED
SVO,2026-08-03,00:30,01:32,B,120,Aeroflot,SU 1092,Chelyabinsk,CEK
SVO,2026-08-03,00:35,02:07,B,102,Aeroflot,SU 1568,Tyumen,TJM
SVO,2026-08-03,00:35,00:33,B,103,Aeroflot,SU 1456,Kemerovo,KEJ
SVO,2026-08-03,00:35,01:33,B,121,Aeroflot,SU 1244,Orenburg,REN
SVO,2026-08-03,00:40,00:51,B,102,Aeroflot,SU 1430,Barnaul,BAX
SVO,2026-08-03,00:40,00:37,B,117,Aeroflot,SU 1638,Omsk,OMS
SVO,2026-08-03,00:40,01:45,D,3,Pobeda,DP 5541,Ekaterinburg,SVX
SVO,2026-08-03,00:45,00:55,B,113,Aeroflot,SU 1428,Magnitogorsk,MQF
SVO,2026-08-03,00:45,00:46,C,128,Southwind,2S 174,Antalya,AYT
SVO,2026-08-03,00:50,01:17,C,134,Southwind,2S 136,Antalya,AYT
SVO,2026-08-03,00:50,01:28,D,1,Pobeda,DP 6929,Makhachkala,MCX
SVO,2026-08-03,00:55,01:00,B,104,Aeroflot,SU 1482,Krasnoyarsk,KJA
SVO,2026-08-03,01:00,01:57,B,110,Aeroflot,SU 1382,Khanty-Mansiysk,HMA
SVO,2026-08-03,01:00,01:23,C,132,Aeroflot,SU 2170,Istanbul,IST
SVO,2026-08-03,01:10,01:08,C,125,Southwind,2S 12,Antalya,AYT
SVO,2026-08-03,01:10,01:10,C,129,Aeroflot,SU 2164,Antalya,AYT
SVO,2026-08-03,01:15,01:15,C,131,Aeroflot,SU 1966,Yerevan,EVN
SVO,2026-08-03,01:20,01:26,B,103,Aeroflot,SU 1708,Vladivostok,VVO
SVO,2026-08-03,01:30,01:30,B,104,Aeroflot,SU 1426,Chelyabinsk,CEK
SVO,2026-08-03,01:30,01:30,B,117,Aeroflot,SU 1562,Irkutsk,IKT
SVO,2026-08-03,01:30,02:57,B,119,"Rossiya,Aeroflot","FV 6907,SU 6907",Chelyabinsk,CEK
SVO,2026-08-03,01:40,01:39,B,119,Aeroflot,SU 1512,Surgut,SGC
SVO,2026-08-03,01:45,01:42,B,106,Aeroflot,SU 1472,Nizhnevartovsk,NJC
SVO,2026-08-03,01:45,01:32,D,14,Smartavia,5N 231,Orenburg,REN
SVO,2026-08-03,01:55,01:52,B,112,Aeroflot,SU 1582,Gorno-Altaysk,RGK
SVO,2026-08-03,02:10,02:10,B,111,Aeroflot,SU 1054,Makhachkala,MCX
SVO,2026-08-03,02:15,02:15,C,124,Corendon Air,XC 9067,Antalya,AYT
SVO,2026-08-03,02:15,02:13,C,140,Aeroflot,SU 2148,Antalya,AYT
SVO,2026-08-03,02:15,02:15,C,143,Aeroflot,SU 428,Sharm el Sheikh,SSH
SVO,2026-08-03,02:20,03:08,B,113,Aeroflot,SU 1466,Ekaterinburg,SVX
SVO,2026-08-03,02:20,02:12,B,116,Aeroflot,SU 1172,Astrakhan,ASF
SVO,2026-08-03,02:25,03:24,B,122,Aeroflot,SU 1074,Sochi,AER
SVO,2026-08-03,02:30,02:26,C,144,"Rossiya,Aeroflot","FV 5953,SU 5953",Hurghada,HRG
SVO,2026-08-03,02:45,03:27,C,128,Corendon Air,XC 9117,Antalya,AYT
SVO,2026-08-03,02:55,02:56,B,103,"Rossiya,Aeroflot","FV 6591,SU 6591",Perm,PEE
SVO,2026-08-03,02:55,02:46,B,104,"Rossiya,Aeroflot","FV 6155,SU 6155",Nizhnekamsk,NBC
SVO,2026-08-03,02:55,02:57,C,145,Air Serbia,JU 137,Belgrade,BEG
SVO,2026-08-03,03:10,03:50,C,137,Shirak Avia,5G 710,Yerevan,EVN
SVO,2026-08-03,04:50,04:51,C,146,"Rossiya,Aeroflot","FV 6953,SU 6953",Antalya,AYT
SVO,2026-08-03,04:55,04:51,B,102,Aeroflot,SU 1110,Sochi,AER
SVO,2026-08-03,05:05,04:59,C,127,Aeroflot,SU 2166,Antalya,AYT
SVO,2026-08-03,05:35,05:28,B,106,Aeroflot,SU 1106,Krasnodar,KRR
SVO,2026-08-03,05:55,05:52,B,104,Aeroflot,SU 1270,Kazan,KZN
SVO,2026-08-03,06:00,05:53,B,103,"Rossiya,Aeroflot","FV 6299,SU 6299",Nizhnekamsk,NBC
SVO,2026-08-03,06:00,05:53,B,110,"Rossiya,Aeroflot","FV 6075,SU 6075",Ulyanovsk,ULV
SVO,2026-08-03,06:10,06:23,B,102,Aeroflot,SU 1256,Krasnodar,KRR
SVO,2026-08-03,06:10,06:03,B,116,Aeroflot,SU 1318,Murmansk,MMK
SVO,2026-08-03,06:30,06:24,B,122,Aeroflot,SU 1242,Orenburg,REN
SVO,2026-08-03,06:35,06:35,B,101,Aeroflot,SU 1000,Kaliningrad,KGD
SVO,2026-08-03,06:40,06:45,D,3,Pobeda,DP 6807,Cheboksary,CSY
SVO,2026-08-03,06:45,06:42,B,107,Aeroflot,SU 1724,Khabarovsk,KHV
SVO,2026-08-03,06:45,06:45,B,115,Aeroflot,SU 1154,Gelendzhik,GDZ
SVO,2026-08-03,06:45,06:51,D,13,Pobeda,DP 6823,Saint-Petersburg,LED
SVO,2026-08-03,06:50,06:53,D,1,Pobeda,DP 6961,Astrakhan,ASF
SVO,2026-08-03,06:50,06:52,D,15,Pobeda,DP 6903,Magas,IGT
SVO,2026-08-03,06:55,06:54,B,109,"Rossiya,Aeroflot","FV 6491,SU 6491",Saratov,GSV
SVO,2026-08-03,07:00,07:00,B,102,Aeroflot,SU 1534,Chelyabinsk,CEK
SVO,2026-08-03,07:00,06:58,B,104,"Rossiya,Aeroflot","FV 6223,SU 6223",Chelyabinsk,CEK
SVO,2026-08-03,07:00,07:17,D,1,Pobeda,DP 6863,Saratov,GSV
SVO,2026-08-03,07:05,07:05,B,102,"Rossiya,Aeroflot","FV 6381,SU 6381",Izhevsk,IJK
SVO,2026-08-03,07:05,06:59,C,142,Aeroflot,SU 520,Dubai,DXB
SVO,2026-08-03,07:05,07:22,D,3,Pobeda,DP 6965,Volgograd,VOG
SVO,2026-08-03,07:10,07:05,B,121,Aeroflot,SU 1152,Sochi,AER
