airport,flight_date,scheduled_time,actual_time,terminal,gate,airlines,flight_numbers,destination,snapshots_seen,review,review_reason
DME,2026-05-28,18:30,,,C12,S7 Airlines,S7 1055,Казань,10,1,исчез из табло на статусе registration
DME,2026-05-28,16:55,,,E3,Egypt Air,MS 730,Каир,10,0,
DME,2026-05-28,14:20,,,,S7 Airlines,S7 1213,Калининград,5,1,гейт ни в одном снимке не был зафиксирован
DME,2026-05-28,14:20,,,C12,S7 1213S7 Airlines,,Калининград,8,0,
DME,2026-05-28,09:00,,,D10,U6 371Уральские авиалинии,,Калининград,9,0,
DME,2026-05-28,16:40,,,D14,Уральские авиалинии,U6 167,Калининград,10,0,
DME,2026-05-28,11:30,,,D7,U6 627Уральские авиалинии,,Калининград,11,0,
DME,2026-05-28,08:30,,,E6,U6 2127Уральские авиалинии,,Карши,9,0,
DME,2026-05-28,21:55,,,C12,S7 Airlines,S7 2605,Кемерово,11,1,исчез из табло на статусе registration
DME,2026-05-28,11:00,,,D11,U6 109Уральские авиалинии,,Краснодар,11,0,
DME,2026-05-28,21:50,,,,Нордстар,Y7 107,Красноярск,4,1,исчез из табло на статусе registration; гейт ни в одном снимке не был зафиксирован
DME,2026-05-28,22:30,,,E9,Уральские авиалинии,U6 2969,Куляб,5,1,исчез из табло на статусе scheduled
DME,2026-05-28,13:05,,,C16,S7 2157S7 Airlines,,Махачкала,11,0,
DME,2026-05-28,11:15,,,D13,U6 1343Уральские авиалинии,,Махачкала,11,0,
DME,2026-05-28,11:15,,,C14,S7 2167S7 Airlines,,Минеральные Воды,11,0,
DME,2026-05-28,13:45,,,C3,A4 1169S7 Airlines;Азимут,S7 2169,Минеральные Воды,11,0,
DME,2026-05-28,10:40,,,D4,U6 153Уральские авиалинии,,Минеральные Воды,11,0,
DME,2026-05-28,12:15,,,E3,B2 958Белавиа,,Минск,11,0,
DME,2026-05-28,19:55,,,E3,Белавиа,B2 956,Минск,12,1,исчез из табло на статусе scheduled
DME,2026-05-28,21:35,,,,S7 Airlines,S7 3059,Нерюнгри,4,1,исчез из табло на статусе registration; гейт ни в одном снимке не был зафиксирован
DME,2026-05-28,23:25,,,C17,S7 Airlines,S7 2625,Новокузнецк,5,1,исчез из табло на статусе registration
DME,2026-05-28,07:30,,,,S7 2519S7 Airlines,,Новосибирск,2,1,гейт ни в одном снимке не был зафиксирован
DME,2026-05-28,11:45,,,C13,S7 2505S7 Airlines,,Новосибирск,11,0,
DME,2026-05-28,16:35,,,C13,S7 Airlines,S7 2509,Новосибирск,10,0,
DME,2026-05-28,19:45,,,C13,S7 Airlines,S7 2511,Новосибирск,12,1,исчез из табло на статусе registration
DME,2026-05-28,23:05,,,C16,S7 Airlines,S7 2513,Новосибирск,5,1,исчез из табло на статусе registration
DME,2026-05-28,13:40,,,C7,S7 2507S7 Airlines,,Новосибирск,11,0,
DME,2026-05-28,22:05,,,,Нордстар,Y7 101,Норильск,4,1,исчез из табло на статусе registration; гейт ни в одном снимке не был зафиксирован
DME,2026-05-28,23:40,,,,S7 Airlines,S7 2581,Норильск,5,1,исчез из табло на статусе registration; гейт ни в одном снимке не был зафиксирован
DME,2026-05-28,23:45,,,,Нордстар,Y7 103,Норильск,1,1,исчез из табло на статусе registration; гейт ни в одном снимке не был зафиксирован
DME,2026-05-28,09:30,,,D5,Y7 109Нордстар,,Норильск,9,0,
DME,2026-05-28,23:30,,,,S7 Airlines,S7 2565,Омск,5,1,исчез из табло на статусе registration; гейт ни в одном снимке не был зафиксирован
DME,2026-05-28,23:10,,,D14,Уральские авиалинии,U6 387,Омск,5,1,исчез из табло на статусе registration
DME,2026-05-28,19:20,,,,Уральские авиалинии,U6 2909,Ош,4,1,исчез из табло на статусе scheduled; гейт ни в одном снимке не был зафиксирован
DME,2026-05-28,22:50,,,,Avia Traffic Company,YK 748,Ош,4,1,исчез из табло на статусе scheduled; гейт ни в одном снимке не был зафиксирован
DME,2026-05-28,20:55,,,E17,Уральские авиалинии,U6 2909,Ош,7,0,
DME,2026-05-28,10:40,,,E2,YK 966Avia Traffic Company,,Ош,11,0,
DME,2026-05-28,19:45,,,C12,S7 Airlines,S7 1195,Пенза,12,1,исчез из табло на статусе registration
DME,2026-05-28,12:45,,,C4,D2 253Северсталь,,Петрозаводск,11,0,
DME,2026-05-28,14:30,,,,S7 Airlines,S7 1073,Самара,5,1,гейт ни в одном снимке не был зафиксирован
DME,2026-05-28,14:30,,,C14,S7 1073S7 Airlines,,Самара,8,0,
DME,2026-05-28,19:45,,,E10,Уральские авиалинии,U6 2771,Самарканд,12,1,исчез из табло на статусе scheduled
DME,2026-05-28,21:20,,,E6,Qanot Sharq,HH 712,Самарканд,7,0,
DME,2026-05-28,09:30,,,C12,S7 1003S7 Airlines,,Санкт-Петербург,9,0,
DME,2026-05-28,18:15,,,C15,S7 Airlines,S7 1007,Санкт-Петербург,10,1,исчез из табло на статусе registration
DME,2026-05-28,12:10,,,C16,S7 1005S7 Airlines,,Санкт-Петербург,11,0,
DME,2026-05-28,08:55,,,C13,A4 1049S7 Airlines;Азимут,S7 2049,Сочи,9,0,
DME,2026-05-28,17:00,,,D11,Уральские авиалинии,U6 241,Сочи,10,1,исчез из табло на статусе boarding
DME,2026-05-28,12:35,,,D7,U6 279Уральские авиалинии,,Сочи,11,0,
DME,2026-05-28,10:05,,,,U6 783Уральские авиалинии,,Стамбул,11,1,гейт ни в одном снимке не был зафиксирован
DME,2026-05-28,09:55,,,E4,S7 3749S7 Airlines,,Стамбул,9,1,исчез из табло на статусе boarding
DME,2026-05-28,11:45,,,E13,HY 604Uzbekistan Airways;S7 4263S7 Airlines,,Ташкент,22,0,
DME,2026-05-28,23:00,,,E13,S7 Airlines;Uzbekistan Airways,S7 4261;HY 602,Ташкент,10,1,исчез из табло на статусе scheduled
DME,2026-05-28,14:40,,,,El Al;S7 Airlines,LY 612;S7 4483,Тель-Авив,5,1,гейт ни в одном снимке не был зафиксирован
DME,2026-05-28,14:40,,,E15,S7 4483El Al;S7 Airlines,LY 612,Тель-Авив,8,0,
DME,2026-05-28,21:00,,,,Qanot Sharq,HH 714,Термез,4,1,исчез из табло на статусе scheduled; гейт ни в одном снимке не был зафиксирован
DME,2026-05-28,22:25,,,C7,S7 Airlines,S7 2615,Томск,5,1,исчез из табло на статусе registration
DME,2026-05-28,22:15,,,C15,S7 Airlines,S7 3033,Улан-Удэ,5,1,исчез из табло на статусе registration
DME,2026-05-28,20:45,,,C7,S7 Airlines,S7 3031,Улан-Удэ,11,1,исчез из табло на статусе registration
DME,2026-05-28,12:10,,,E6,C6 418Centrum Air,,Ургенч,11,0,
DME,2026-05-28,08:05,,,,Y7 4400Нордстар,,Уфа,9,1,гейт ни в одном снимке не был зафиксирован
DME,2026-05-28,16:30,,,C7,S7 Airlines,S7 1137,Уфа,10,0,
DME,2026-05-28,10:35,,,C8,S7 1135S7 Airlines,,Уфа,11,0,
DME,2026-05-28,21:40,,,,Qanot Sharq,HH 704,Фергана,7,1,неизвестный финальный статус: unknown; гейт ни в одном снимке не был зафиксирован
DME,2026-05-28,23:50,,,,Нордстар,Y7 3806,Ханты-Мансийск,1,1,неизвестный финальный статус: unknown; гейт ни в одном снимке не был зафиксирован
DME,2026-05-28,17:15,,,C4,Северсталь,D2 258,Череповец,10,0,
DME,2026-05-28,16:55,,,C14,S7 Airlines,S7 3045,Чита,10,0,
DME,2026-05-28,19:45,,,D14,Уральские авиалинии,U6 93,Чита,12,1,исчез из табло на статусе registration
DME,2026-05-28,21:00,,,C8,S7 Airlines,S7 3005,Якутск,11,1,исчез из табло на статусе registration
SVO,2026-05-28,00:15,,B,,SU 1478Аэрофлот,,Абакан,1,1,гейт ни в одном снимке не был зафиксирован
SVO,2026-05-28,10:55,,C,125,GA 9131Etihad Airways;Garuda Indonesia,EY 842,Абу-Даби,11,0,
SVO,2026-05-28,22:10,,C,125,Etihad Airways;Garuda Indonesia,EY 844;GA 9033,Абу-Даби,13,0,
SVO,2026-05-28,00:05,,C,,SU 1942Аэрофлот,,Алматы,1,1,гейт ни в одном снимке не был зафиксирован
SVO,2026-05-28,09:40,,C,138,SU 1946Аэрофлот,,Алматы,12,0,
SVO,2026-05-28,00:45,,C,,2S 174Southwind Airlines,,Анталья,1,1,гейт ни в одном снимке не был зафиксирован
SVO,2026-05-28,01:10,,C,,2S 12Southwind Airlines,,Анталья,1,1,гейт ни в одном снимке не был зафиксирован
SVO,2026-05-28,07:35,,C,,SU 2142Аэрофлот,,Анталья,3,1,гейт ни в одном снимке не был зафиксирован
SVO,2026-05-28,12:55,,C,125,2S 142Southwind Airlines,,Анталья,12,0,
SVO,2026-05-28,11:35,,C,136,SU 2146Аэрофлот,,Анталья,11,0,
SVO,2026-05-28,13:50,,C,136,SU 2144Аэрофлот,,Анталья,12,0,
SVO,2026-05-28,12:20,,C,137,SU 2160Аэрофлот,,Анталья,12,0,
SVO,2026-05-28,09:15,,C,143,SU 2124Аэрофлот,,Анталья,12,0,
SVO,2026-05-28,10:30,,C,144,SU 2126Аэрофлот,,Анталья,11,0,
SVO,2026-05-28,13:45,,C,145,2S 2Southwind Airlines,,Анталья,12,0,
SVO,2026-05-28,12:25,,B,123,SU 1346Аэрофлот,,Апатиты,12,0,
SVO,2026-05-28,14:45,,B,,Россия;Аэрофлот,FV 6337;SU 6337,Архангельск,5,1,гейт ни в одном снимке не был зафиксирован
SVO,2026-05-28,18:40,,B,102,Россия;Аэрофлот,FV 6993;SU 6993,Архангельск,12,0,
SVO,2026-05-28,08:10,,B,103,SU 6503Россия;Аэрофлот,FV 6503,Архангельск,12,0,
SVO,2026-05-28,14:45,,B,107,SU 6337Россия;Аэрофлот,FV 6337,Архангельск,8,0,
SVO,2026-05-28,21:00,,B,118,Аэрофлот,SU 1334,Архангельск,12,0,
SVO,2026-05-28,18:25,,D,16,Smartavia,5N 217,Архангельск,12,0,
SVO,2026-05-28,23:40,,C,126,Аэрофлот,SU 1956,Астана,13,0,
SVO,2026-05-28,13:20,,C,130,SU 1962Аэрофлот,,Астана,12,0,
SVO,2026-05-28,07:00,,D,,DP 6961Победа,,Астрахань,3,1,гейт ни в одном снимке не был зафиксирован
SVO,2026-05-28,16:20,,B,102,Аэрофлот,SU 1174,Астрахань,12,0,
SVO,2026-05-28,07:50,,B,109,SU 1678Аэрофлот,,Астрахань,3,0,
SVO,2026-05-28,13:20,,B,115,SU 1642Аэрофлот,,Астрахань,12,0,
SVO,2026-05-28,19:10,,D,3,Победа,DP 6963,Астрахань,12,0,
SVO,2026-05-28,14:35,,C,,Аэрофлот,SU 1856,Баку,5,1,гейт ни в одном снимке не был зафиксирован
SVO,2026-05-28,14:35,,C,127,SU 1856Аэрофлот,,Баку,8,0,
SVO,2026-05-28,10:35,,C,130,SU 1854Аэрофлот,,Баку,11,0,
SVO,2026-05-28,21:30,,C,132,Аэрофлот,SU 1850,Баку,12,0,
SVO,2026-05-28,22:25,,C,134,Аэрофлот,SU 272,Бангкок,13,0,
SVO,2026-05-28,00:40,,B,,SU 1430Аэрофлот,,Барнаул,1,1,гейт ни в одном снимке не был зафиксирован
SVO,2026-05-28,20:55,,D,1,Победа,DP 6531,Барнаул,12,0,
SVO,2026-05-28,19:45,,C,140,Air Serbia,JU 133,Белград,12,0,
SVO,2026-05-28,21:35,,C,140,Аэрофлот,SU 1882,Бишкек,12,0,
SVO,2026-05-28,09:20,,C,146,SU 1886Аэрофлот,,Бишкек,12,0,
SVO,2026-05-28,22:45,,B,103,Россия;Аэрофлот,FV 6255;SU 6255,Благовещенск,13,0,
SVO,2026-05-28,07:45,,C,144,SU 2120Аэрофлот,,Бодрум,3,0,
SVO,2026-05-28,13:45,,C,142,B2 912Белавиа,,Брест,12,0,
SVO,2026-05-28,15:40,,B,102,SU 6277Россия;Аэрофлот;Россия,FV 6277;SU 6277,Владивосток,13,1,исчез из табло на статусе boarding
SVO,2026-05-28,22:40,,B,104,Аэрофлот,SU 1726,Владивосток,13,0,
SVO,2026-05-28,17:00,,B,119,Аэрофлот,SU 1756,Владивосток,12,0,
SVO,2026-05-28,18:25,,B,122,Аэрофлот,SU 5804,Владивосток,12,0,
SVO,2026-05-28,07:55,,D,3,DP 6905Победа,,Владикавказ,3,1,исчез из табло на статусе boarding
SVO,2026-05-28,07:25,,B,,SU 1180Аэрофлот,,Волгоград,3,1,гейт ни в одном снимке не был зафиксирован
SVO,2026-05-28,10:05,,B,,SU 1188Аэрофлот,,Волгоград,11,1,гейт ни в одном снимке не был зафиксирован
SVO,2026-05-28,14:55,,D,,Победа,DP 6969,Волгоград,5,1,гейт ни в одном снимке не был зафиксирован
SVO,2026-05-28,14:55,,B,,Аэрофлот,SU 1182,Волгоград,5,1,гейт ни в одном снимке не был зафиксирован
SVO,2026-05-28,07:40,,D,1,DP 6965Победа,,Волгоград,3,0,
SVO,2026-05-28,16:55,,D,1,Победа,DP 6971,Волгоград,12,0,
SVO,2026-05-28,20:10,,B,102,Россия;Аэрофлот,FV 6421;SU 6421,Волгоград,12,0,
SVO,2026-05-28,17:25,,B,105,Аэрофлот,SU 1186,Волгоград,12,0,
SVO,2026-05-28,14:55,,B,115,DP 6969Победа;SU 1182Аэрофлот,,Волгоград,16,0,
SVO,2026-05-28,19:35,,D,3,Победа,DP 6967,Волгоград,12,1,исчез из табло на статусе boarding
SVO,2026-05-28,13:30,,B,102,SU 1082Аэрофлот,,Геленджик,12,0,
SVO,2026-05-28,08:20,,B,112,SU 1148Аэрофлот,,Геленджик,12,0,
SVO,2026-05-28,19:00,,C,133,Аэрофлот,SU 212,Гонконг,12,0,
SVO,2026-05-28,00:10,,B,,SU 1524Аэрофлот,,Горно-Алтайск,1,1,гейт ни в одном снимке не был зафиксирован
SVO,2026-05-28,09:35,,B,118,SU 1518Аэрофлот,,Горно-Алтайск,12,0,
SVO,2026-05-28,08:45,,B,110,SU 1498Аэрофлот,,Грозный,12,0,
SVO,2026-05-28,15:50,,B,121,SU 1496Аэрофлот;Аэрофлот,SU 1496,Грозный,13,1,исчез из табло на статусе boarding
SVO,2026-05-28,16:05,,C,125,China Southern Airlines,CZ 8028,Гуанчжоу,12,0,
SVO,2026-05-28,21:15,,C,126,China Southern Airlines,CZ 656,Гуанчжоу,12,0,
SVO,2026-05-28,19:15,,C,130,Аэрофлот,SU 220,Гуанчжоу,12,0,
SVO,2026-05-28,11:00,,C,142,SU 2122Аэрофлот,,Даламан,11,0,
SVO,2026-05-28,21:25,,C,131,Аэрофлот,SU 232,Дели,12,0,
SVO,2026-05-28,14:40,,C,,Аэрофлот,SU 296,Денпасар,5,1,гейт ни в одном снимке не был зафиксирован
SVO,2026-05-28,14:40,,C,134,SU 296Аэрофлот,,Денпасар,8,0,
SVO,2026-05-28,17:35,,C,126,Qatar Airways;Srilankan Airlines,QR 340;UL 3034,Доха,12,0,
SVO,2026-05-28,07:35,,B,,SU 1400Аэрофлот,,Екатеринбург,3,1,гейт ни в одном снимке не был зафиксирован
SVO,2026-05-28,15:25,,B,104,SU 1404Аэрофлот;Аэрофлот,SU 1404,Екатеринбург,13,1,исчез из табло на статусе boarding
SVO,2026-05-28,13:05,,B,111,SU 1780Аэрофлот,,Екатеринбург,12,0,
SVO,2026-05-28,01:35,,B,113,SU 1436Аэрофлот,,Екатеринбург,1,1,исчез из табло на статусе boarding
SVO,2026-05-28,09:30,,B,115,SU 1416Аэрофлот,,Екатеринбург,12,0,
SVO,2026-05-28,17:40,,B,118,Аэрофлот,SU 1414,Екатеринбург,12,0,
SVO,2026-05-28,19:15,,B,120,Аэрофлот,SU 1418,Екатеринбург,12,0,
SVO,2026-05-28,23:35,,D,13,Победа,DP 6543,Екатеринбург,13,0,
SVO,2026-05-28,01:15,,C,,SU 1966Аэрофлот,,Ереван,1,1,гейт ни в одном снимке не был зафиксирован
SVO,2026-05-28,15:10,,C,,Аэрофлот,SU 1862,Ереван,5,1,гейт ни в одном снимке не был зафиксирован
SVO,2026-05-28,23:35,,C,128,Аэрофлот,SU 1994,Ереван,13,0,
SVO,2026-05-28,08:05,,C,129,SU 1860Аэрофлот,,Ереван,12,0,
SVO,2026-05-28,18:50,,C,131,Аэрофлот,SU 1868,Ереван,12,0,
SVO,2026-05-28,15:10,,C,137,SU 1862Аэрофлот,,Ереван,8,1,исчез из табло на статусе boarding
SVO,2026-05-28,16:50,,C,144,Аэрофлот,SU 1864,Ереван,12,0,
SVO,2026-05-28,07:05,,B,,SU 6381Россия;Аэрофлот,FV 6381,Ижевск,3,1,гейт ни в одном снимке не был зафиксирован
SVO,2026-05-28,19:05,,B,103,Россия;Аэрофлот,FV 6885;SU 6885,Ижевск,12,0,
SVO,2026-05-28,17:10,,B,102,Аэрофлот,SU 1440,Иркутск,12,0,
SVO,2026-05-28,01:30,,B,111,SU 1562Аэрофлот,,Иркутск,1,1,исчез из табло на статусе boarding
SVO,2026-05-28,11:40,,B,115,SU 1446Аэрофлот,,Иркутск,11,0,
SVO,2026-05-28,21:20,,B,123,Аэрофлот,SU 1442,Иркутск,12,0,
SVO,2026-05-28,06:25,,B,,SU 1270Аэрофлот,,Казань,3,1,неизвестный финальный статус: unknown; гейт ни в одном снимке не был зафиксирован
SVO,2026-05-28,14:00,,B,,Россия;Аэрофлот,FV 6361;SU 6361,Казань,5,1,гейт ни в одном снимке не был зафиксирован
SVO,2026-05-28,14:15,,B,,Аэрофлот,SU 1192,Казань,5,1,гейт ни в одном снимке не был зафиксирован
SVO,2026-05-28,10:25,,D,1,DP 6843Победа,,Казань,11,0,
SVO,2026-05-28,08:15,,B,102,SU 1268Аэрофлот,,Казань,12,0,
SVO,2026-05-28,20:15,,B,102,Россия;Аэрофлот,FV 6241;SU 6241,Казань,12,0,
SVO,2026-05-28,11:20,,B,104,SU 6197Россия;Аэрофлот,FV 6197,Казань,11,0,
SVO,2026-05-28,14:00,,B,105,SU 6361Россия;Аэрофлот,FV 6361,Казань,20,0,
SVO,2026-05-28,14:15,,B,108,SU 1192Аэрофлот,,Казань,8,0,
SVO,2026-05-28,22:40,,B,113,Nordwind,N4 59,Казань,13,0,
SVO,2026-05-28,09:40,,B,114,SU 6385Россия;Аэрофлот,FV 6385,Казань,12,0,
SVO,2026-05-28,22:15,,B,116,Аэрофлот,SU 1198,Казань,13,0,
SVO,2026-05-28,19:20,,B,118,Аэрофлот,SU 1194,Казань,12,0,
SVO,2026-05-28,20:05,,D,13,Победа,DP 6859,Казань,12,0,
SVO,2026-05-28,18:55,,D,14,Smartavia,5N 227,Казань,12,0,
SVO,2026-05-28,11:55,,D,3,DP 6841Победа,,Казань,11,1,исчез из табло на статусе boarding
SVO,2026-05-28,06:35,,B,,SU 1000Аэрофлот,,Калининград,3,1,гейт ни в одном снимке не был зафиксирован
SVO,2026-05-28,07:15,,D,,DP 6837Победа,,Калининград,3,1,гейт ни в одном снимке не был зафиксирован
SVO,2026-05-28,14:15,,B,,Аэрофлот,SU 1024,Калининград,5,1,гейт ни в одном снимке не был зафиксирован
SVO,2026-05-28,09:15,,D,1,DP 6831Победа,,Калининград,12,0,
SVO,2026-05-28,13:35,,D,1,SU 1004Аэрофлот;DP 6835Победа,,Калининград,24,0,
SVO,2026-05-28,16:30,,D,1,Победа,DP 6833,Калининград,12,0,
SVO,2026-05-28,09:00,,B,102,SU 1016Аэрофлот,,Калининград,12,0,
SVO,2026-05-28,23:20,,B,102,Аэрофлот,SU 1072,Калининград,13,0,
SVO,2026-05-28,10:30,,B,103,SU 6313Россия;Аэрофлот,FV 6313,Калининград,11,0,
SVO,2026-05-28,10:00,,B,105,SU 1002Аэрофлот,,Калининград,23,0,
SVO,2026-05-28,16:15,,B,106,Россия;Аэрофлот,FV 6661;SU 6661,Калининград,12,0,
SVO,2026-05-28,20:25,,B,106,Аэрофлот,SU 1008,Калининград,12,0,
SVO,2026-05-28,11:50,,B,108,SU 1018Аэрофлот,,Калининград,11,0,
SVO,2026-05-28,18:10,,B,109,Россия;Аэрофлот,FV 6311;SU 6311,Калининград,12,0,
SVO,2026-05-28,18:35,,B,110,Аэрофлот,SU 1006,Калининград,12,0,
SVO,2026-05-28,17:20,,B,116,Аэрофлот,SU 1010,Калининград,12,0,
SVO,2026-05-28,08:00,,B,122,SU 1014Аэрофлот,,Калининград,15,0,
SVO,2026-05-28,08:15,,B,123,SU 6309Россия;Аэрофлот,FV 6309,Калининград,12,0,
SVO,2026-05-28,14:15,,B,123,SU 1024Аэрофлот,,Калининград,8,0,
SVO,2026-05-28,16:15,,D,,Аэрофлот,SU 2997,Картаго,12,1,неизвестный финальный статус: unknown; гейт ни в одном снимке не был зафиксирован
SVO,2026-05-28,07:45,,C,140,AT 221Royal Air Maroc,,Касабланка,3,0,
SVO,2026-05-28,00:40,,B,,SU 1456Аэрофлот,,Кемерово,1,1,гейт ни в одном снимке не был зафиксирован
SVO,2026-05-28,22:45,,B,114,Аэрофлот,SU 1450,Кемерово,13,0,
SVO,2026-05-28,06:10,,B,,SU 1256Аэрофлот,,Краснодар,3,1,гейт ни в одном снимке не был зафиксирован
SVO,2026-05-28,06:55,,B,,SU 1266Аэрофлот,,Краснодар,3,1,гейт ни в одном снимке не был зафиксирован
SVO,2026-05-28,09:40,,B,106,SU 1112Аэрофлот,,Краснодар,12,0,
SVO,2026-05-28,08:25,,B,119,SU 1108Аэрофлот,,Краснодар,12,0,
SVO,2026-05-28,12:00,,B,121,SU 1156Аэрофлот,,Краснодар,23,0,
SVO,2026-05-28,10:20,,B,122,SU 1208Аэрофлот,,Краснодар,11,0,
SVO,2026-05-28,00:05,,B,,SU 1484Аэрофлот,,Красноярск,1,1,гейт ни в одном снимке не был зафиксирован
SVO,2026-05-28,00:55,,B,,SU 1482Аэрофлот,,Красноярск,1,1,гейт ни в одном снимке не был зафиксирован
SVO,2026-05-28,22:30,,D,1,Победа,DP 6547,Красноярск,13,0,
SVO,2026-05-28,09:50,,B,102,SU 1486Аэрофлот,,Красноярск,12,0,
SVO,2026-05-28,20:20,,B,110,Аэрофлот,SU 1480,Красноярск,12,0,
SVO,2026-05-28,11:50,,B,118,SU 1490Аэрофлот,,Красноярск,11,0,
SVO,2026-05-28,20:10,,B,111,Россия;Аэрофлот,FV 6289;SU 6289,Магадан,12,0,
SVO,2026-05-28,15:05,,D,,Победа,DP 6903,Магас,5,1,гейт ни в одном снимке не был зафиксирован
SVO,2026-05-28,15:05,,D,3,DP 6903Победа,,Магас,8,1,исчез из табло на статусе boarding
SVO,2026-05-28,00:45,,B,,SU 1428Аэрофлот,,Магнитогорск,1,1,гейт ни в одном снимке не был зафиксирован
SVO,2026-05-28,16:00,,B,113,SU 1438Аэрофлот;Аэрофлот,SU 1438,Магнитогорск,25,1,исчез из табло на статусе boarding
SVO,2026-05-28,22:35,,C,133,Аэрофлот,SU 320,Мале,13,0,
SVO,2026-05-28,22:05,,C,138,Oman Air;Salam Air,WY 184;OV 8030,Маскат,13,0,
SVO,2026-05-28,07:25,,D,,DP 6921Победа,,Махачкала,3,1,гейт ни в одном снимке не был зафиксирован
SVO,2026-05-28,16:05,,B,104,Аэрофлот,SU 1056,Махачкала,12,0,
SVO,2026-05-28,10:55,,B,112,SU 1058Аэрофлот,,Махачкала,11,0,
SVO,2026-05-28,07:50,,B,116,SU 1052Аэрофлот,,Махачкала,3,0,
SVO,2026-05-28,10:00,,D,14,5N 201Smartavia,,Махачкала,23,0,
SVO,2026-05-28,09:20,,D,3,DP 6927Победа,,Махачкала,12,0,
SVO,2026-05-28,18:45,,D,3,Победа,DP 6925,Махачкала,12,0,
