airport,flight_date,scheduled_time,actual_time,terminal,gate,airlines,flight_numbers,destination,snapshots_seen,review,review_reason
SVO,2026-05-27,19:30,,C,125,CA 910Air China,,Пекин,2,1,исчез из табло на статусе boarding
SVO,2026-05-27,18:50,,C,145,CZ 342China Southern Airlines,,Пекин,2,0,
SVO,2026-05-27,18:30,,B,,SU 6545Россия;Аэрофлот,FV 6545,Пенза,2,1,гейт ни в одном снимке не был зафиксирован
SVO,2026-05-27,18:25,,B,,SU 6073Россия;Аэрофлот,FV 6073,Пермь,2,1,гейт ни в одном снимке не был зафиксирован
SVO,2026-05-27,19:50,,B,111,SU 1734Аэрофлот,,Петропавловск-Камчатский,2,1,исчез из табло на статусе boarding
SVO,2026-05-27,19:10,,C,134,SU 284Аэрофлот,,Пхукет,2,1,исчез из табло на статусе boarding
SVO,2026-05-27,18:05,,B,,SU 1606Аэрофлот,,Самара,2,1,гейт ни в одном снимке не был зафиксирован
SVO,2026-05-27,19:55,,B,114,SU 1604Аэрофлот,,Самара,2,1,исчез из табло на статусе boarding
SVO,2026-05-27,18:00,,B,,SU 6519Россия;Аэрофлот,FV 6519,Санкт-Петербург,2,1,гейт ни в одном снимке не был зафиксирован
SVO,2026-05-27,18:30,,B,,SU 6089Россия;Аэрофлот,FV 6089,Санкт-Петербург,2,1,гейт ни в одном снимке не был зафиксирован
SVO,2026-05-27,19:00,,B,101,SU 6579Россия;Аэрофлот,FV 6579,Санкт-Петербург,2,1,исчез из табло на статусе boarding
SVO,2026-05-27,20:00,,B,101,SU 6703Россия;Аэрофлот,FV 6703,Санкт-Петербург,2,1,исчез из табло на статусе boarding
SVO,2026-05-27,19:15,,B,103,SU 26Аэрофлот,,Санкт-Петербург,2,1,исчез из табло на статусе boarding
SVO,2026-05-27,19:30,,B,113,SU 6093Россия;Аэрофлот,FV 6093,Санкт-Петербург,2,1,исчез из табло на статусе boarding
SVO,2026-05-27,19:35,,B,112,SU 6827Россия;Аэрофлот,FV 6827,Саранск,2,1,исчез из табло на статусе boarding
SVO,2026-05-27,19:25,,B,104,SU 6489Россия;Аэрофлот,FV 6489,Саратов,2,1,исчез из табло на статусе boarding
SVO,2026-05-27,18:20,,B,,SU 1140Аэрофлот,,Сочи,2,1,гейт ни в одном снимке не был зафиксирован
SVO,2026-05-27,18:45,,B,102,SU 1128Аэрофлот,,Сочи,2,0,
SVO,2026-05-27,19:15,,B,106,SU 1130Аэрофлот,,Сочи,2,1,исчез из табло на статусе boarding
SVO,2026-05-27,19:40,,C,131,SU 1870Аэрофлот,,Ташкент,2,1,исчез из табло на статусе boarding
SVO,2026-05-27,19:00,,B,104,SU 6079Россия;Аэрофлот,FV 6079,Ульяновск,2,1,исчез из табло на статусе boarding
SVO,2026-05-27,18:55,,C,131,SU 292Аэрофлот,,Хошимин,2,0,
SVO,2026-05-27,19:05,,C,129,MU 592China Eastern Airlines,,Шанхай,2,1,исчез из табло на статусе boarding
SVO,2026-05-27,20:00,,C,142,SU 208Аэрофлот,,Шанхай,2,1,исчез из табло на статусе boarding
VKO,2026-05-27,19:00,,,10A,ВГ 2389Вологодское авиапредприятие,,Вологда,2,1,исчез из табло на статусе boarding
VKO,2026-05-27,20:00,,,17,B2 2299ЮТэйр;Белавиа,UT 399,Грозный,2,1,исчез из табло на статусе boarding
VKO,2026-05-27,18:40,,,,3F 326FLYONE Armenia,,Ереван,2,1,неизвестный финальный статус: unknown; гейт ни в одном снимке не был зафиксирован
VKO,2026-05-27,19:00,,,19A,DP 967Победа,,Минск,2,1,исчез из табло на статусе boarding
VKO,2026-05-27,19:00,,,11A,A4 7035Азимут,,Псков,2,1,исчез из табло на статусе boarding
VKO,2026-05-27,19:30,,,13,B2 2257ЮТэйр;Белавиа,UT 357,Самара,2,1,исчез из табло на статусе boarding
VKO,2026-05-27,18:55,,,15A,DP 421Победа,,Самара,2,0,
VKO,2026-05-27,20:00,,,24A,DP 997Победа,,Самарканд,2,1,исчез из табло на статусе boarding
VKO,2026-05-27,18:55,,,26A,DP 711Победа,,Самарканд,2,0,
VKO,2026-05-27,18:30,,,,SU 6176Россия;Аэрофлот,FV 6176,Санкт-Петербург,2,1,гейт ни в одном снимке не был зафиксирован
VKO,2026-05-27,19:30,,,08,SU 6178Россия;Аэрофлот,FV 6178,Санкт-Петербург,2,1,исчез из табло на статусе boarding
VKO,2026-05-27,18:10,,,,DP 115Победа,,Сочи,2,1,гейт ни в одном снимке не был зафиксирован
VKO,2026-05-27,19:25,,,22,TK 416Turkish Airlines,,Стамбул,2,1,"задержан в пределах суток, итогового статуса не видели"
VKO,2026-05-27,18:40,,,14,UT 375ЮТэйр,,Сыктывкар,2,0,
VKO,2026-05-27,18:40,,,21,UT 805ЮТэйр,,Ташкент,2,0,
VKO,2026-05-27,19:50,,,13A,DP 485Победа,,Ульяновск,2,1,исчез из табло на статусе boarding
VKO,2026-05-27,19:10,,,17,UT 591ЮТэйр,,Уфа,2,1,исчез из табло на статусе boarding
VKO,2026-05-27,19:20,,,25A,DP 729Победа,,Фергана,2,1,исчез из табло на статусе boarding
